Sample Image	Exp. Time	Gray Filter	Emission Filter	Reference Image	BG Subtr.	Sample#	Sample Name	Analyte	Ref.	Type	Buffer	Dilution	RFI	RFI CV	Used Conc.	#Bad Spots	#Dis. Spots	b Norm.	db	R2	ShapiroWilk	Red. Chi2	Class.	Chip	Ident.	Conc.
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	1	S001_cell line_Melanoma_A2058 _DMSO_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.286475968	0.034351063	All	1	0	1.32652331	0.962864285	0.995791969	0.327175231	0.336044487	Good	#001	S00001	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	2	S002_cell line_Melanoma_A2058 _901_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.172606351	0.038955644	All	1	0	1.55497549	0.855380602	0.985735169	0.577446986	1.093738872	Undet.	#001	S00002	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	3	S003_cell line_Melanoma_A2058 _4032_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.821040075	0.040829544	All	1	0	1.26673457	0.993425359	0.999957211	0.909380569	0.006336111	Good	#001	S00003	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	4	S004_cell line_Melanoma_A2058 _combo_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.193183071	0.037501536	All	1	0	1.279201157	1.107303378	0.998880136	0.692163965	0.211810763	Good	#001	S00004	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	5	S005_cell line_Melanoma_A2058 _DMSO_3.5hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.691349205	0.031339605	All	0	0	1.270653838	1.044340074	0.99897733	0.691261161	0.268607164	Good	#001	S00005	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	6	S006_cell line_Melanoma_A2058 _901_6hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.473849883	0.033587657	All	1	0	1.278522394	1.010335845	0.99939749	0.486093153	0.050204465	Good	#001	S00006	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	7	S007_cell line_Melanoma_A2058 _4032_6hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.353723441	0.037360229	All	0	0	1.312443176	1.197589735	0.994936175	0.996973693	1.442849833	Good	#001	S00007	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	8	S008_cell line_Melanoma_A2058 _combo_6hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	2.529553252	0.031438555	All	0	0	1.257361287	1.046063791	0.999598103	0.037522342	0.100727156	Undet.	#001	S00008	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	9	S009_cell line_Melanoma_A2058 _DMSO_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.714449332	0.029125049	All	0	0	1.256629807	0.977687427	0.99657274	0.188539971	0.992354414	Good	#001	S00009	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	10	S010_cell line_Melanoma_A2058 _901_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.500432418	0.032067649	All	0	0	1.269725188	1.118892719	0.997186383	0.018005399	0.688204302	Undet.	#001	S00010	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	11	S011_cell line_Melanoma_A2058 _4032_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.760634581	0.027594905	All	0	0	1.280196703	0.909818432	0.998762004	0.497293194	0.435173045	Good	#001	S00011	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	12	S012_cell line_Melanoma_A2058 _combo_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.831539747	0.027340119	All	0	0	1.245089187	0.911432616	0.997936173	0.987545555	0.656641152	Good	#001	S00012	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	13	S013_cell line_Melanoma_A2058 _DMSO_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.976579913	0.031590211	All	0	0	1.247001037	1.005386419	0.999916789	0.93689088	0.019932633	Good	#001	S00013	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	14	S014_cell line_Melanoma_A2058 _901_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.710410645	0.0312869	All	0	0	1.284203721	0.931956104	0.998866427	0.883769441	0.299023414	Good	#001	S00014	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	15	S015_cell line_Melanoma_A2058 _4032_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.847264025	0.032834753	All	0	0	1.233747026	1.031266092	0.999649371	0.921056654	0.07733485	Good	#001	S00015	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	16	S016_cell line_Melanoma_A2058 _combo_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.485496913	0.054458843	All	0	0	1.199209629	0.755755484	0.986855638	0.424168732	3.280505059	Good	#001	S00016	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	17	S017_cell line_Melanoma_A2058 _DMSO_3.5hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	5.187544623	0.039406243	All	0	0	1.212850365	0.816188131	0.993420275	0.787295501	1.745291617	Good	#001	S00017	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	18	S018_cell line_Melanoma_A2058 _901_6hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.465532517	0.052928531	All	0	0	1.203900245	0.856818064	0.987731736	0.593243065	2.928488344	Good	#001	S00018	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	19	S019_cell line_Melanoma_A2058 _4032_6hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.180246521	0.033601776	All	0	0	1.243538299	0.873102885	0.995906176	0.868673081	0.871399419	Good	#001	S00019	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	20	S020_cell line_Melanoma_A2058 _combo_6hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.277935289	0.036326726	All	0	0	1.239312818	0.903944427	0.997802585	0.871752414	0.40732927	Good	#001	S00020	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	21	S021_cell line_Melanoma_A2058 _DMSO_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	2.724478231	0.040795354	All	0	0	1.233396359	1.012228292	0.999525782	0.829358898	0.068020168	Good	#001	S00021	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	22	S022_cell line_Melanoma_A2058 _901_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.511057399	0.033104973	All	0	0	1.21952761	0.964730709	0.997034461	0.489509777	0.618774022	Good	#001	S00022	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	23	S023_cell line_Melanoma_A2058 _4032_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	2.521245722	0.041533025	All	0	0	1.26098251	1.136001147	0.993179404	0.549877786	1.281569999	Good	#001	S00023	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	24	S024_cell line_Melanoma_A2058 _combo_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.095552528	0.038689205	All	0	0	1.282284501	1.03215725	0.994454518	0.735295009	1.34703869	Good	#001	S00024	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	25	S025_cell line_Melanoma_A375_DMSO_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.827920036	0.031067392	All	0	0	1.192315034	0.941217203	0.996151929	0.469736272	0.882324709	Good	#001	S00025	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	26	S026_cell line_Melanoma_A375_901_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.64015032	0.039976428	All	1	0	1.282297673	1.073400186	0.998910476	0.962344207	0.174450956	Good	#001	S00026	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	27	S027_cell line_Melanoma_A375_4032_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.594468155	0.029946795	All	0	0	1.267759423	0.943134423	0.99895043	0.990546585	0.294651057	Good	#001	S00027	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	28	S028_cell line_Melanoma_A375_combo_1hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.202986849	0.030187712	All	0	0	1.241601518	0.935362922	0.996732784	0.570949791	0.869045878	Good	#001	S00028	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	29	S029_cell line_Melanoma_A375_DMSO_3.5hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.387718265	0.033272909	All	0	0	1.24487694	0.982236329	0.999827136	0.758682106	0.038017298	Good	#001	S00029	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	30	S030_cell line_Melanoma_A375_901_6hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.439406703	0.035627953	All	0	0	1.266281383	0.877510464	0.995015709	0.991937519	1.170242121	Good	#001	S00030	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	31	S031_cell line_Melanoma_A375_4032_6hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.538579317	0.029696182	All	0	0	1.230935569	0.901021862	0.998575826	0.967921101	0.381491491	Good	#001	S00031	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	32	S032_cell line_Melanoma_A375_combo_6hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	2.906097711	0.030723285	All	0	0	1.239161071	0.972813763	0.99918288	0.589662873	0.210340775	Good	#001	S00032	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	33	S033_cell line_Melanoma_A375_DMSO_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.146043907	0.04014001	All	0	0	1.298353556	0.823294281	0.994023859	0.636373671	1.60642816	Good	#001	S00033	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	34	S034_cell line_Melanoma_A375_901_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.087168623	0.032042127	All	0	0	1.300417113	0.96078965	0.998062869	0.71524799	0.51754957	Good	#001	S00034	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	35	S035_cell line_Melanoma_A375_4032_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.271121149	0.038007844	All	0	0	1.322726156	0.980059708	0.994976851	0.309451511	1.188234718	Good	#001	S00035	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	36	S036_cell line_Melanoma_A375_combo_24hr_rep1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.062202045	0.035414875	All	1	0	1.218405742	0.901306996	0.995127318	0.305431022	0.294333012	Good	#001	S00036	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	37	S037_cell line_Melanoma_A375_DMSO_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.54474623	0.038211537	All	1	0	1.26708334	1.086968528	0.998835739	0.312864062	0.198213763	Good	#001	S00037	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	38	S038_cell line_Melanoma_A375_901_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.506477152	0.038351273	All	0	0	1.230870595	0.799765271	0.993917082	0.971606063	1.662015163	Good	#001	S00038	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	39	S039_cell line_Melanoma_A375_4032_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.203276445	0.039532714	All	0	0	1.237236766	0.823154757	0.993650309	0.524910683	1.688201826	Good	#001	S00039	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	40	S040_cell line_Melanoma_A375_combo_1hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.48218353	0.029419648	All	0	0	1.256132243	0.99302254	0.999896352	0.963336121	0.029548449	Good	#001	S00040	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	41	S041_cell line_Melanoma_A375_DMSO_3.5hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.347265158	0.032009801	All	0	0	1.285407505	1.026665764	0.997753088	0.884710332	0.586834045	Good	#001	S00041	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	42	S042_cell line_Melanoma_A375_901_6hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.180234856	0.031854235	All	0	0	1.295270704	0.986705623	0.996817673	0.268257922	0.835381392	Good	#001	S00042	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	43	S043_cell line_Melanoma_A375_4032_6hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	3.404949223	0.031416641	All	0	0	1.301117511	0.911711119	0.998242339	0.838417473	0.488644797	Good	#001	S00043	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	44	S044_cell line_Melanoma_A375_combo_6hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	2.919221891	0.036529016	All	0	0	1.260492586	0.911996846	0.994694345	0.59484547	1.170355424	Good	#001	S00044	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	45	S045_cell line_Melanoma_A375_DMSO_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.306620399	0.03920535	All	0	0	1.262252764	0.822926284	0.993886055	0.327786578	1.721068623	Good	#001	S00045	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	46	S046_cell line_Melanoma_A375_901_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.062189833	0.032922341	All	0	0	1.301534505	1.070773952	0.999223687	0.329263505	0.192882753	Good	#001	S00046	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	47	S047_cell line_Melanoma_A375_4032_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.089161912	0.039100866	All	0	0	1.262935866	0.924919222	0.993966663	0.652011018	1.496658847	Good	#001	S00047	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	48	S048_cell line_Melanoma_A375_combo_24hr_rep2	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.327113005	0.030583156	All	0	0	1.25746226	0.90306496	0.996315078	0.926232865	0.984899678	Good	#001	S00048	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	49	S049_cell line_Liposarcoma_LS141_DMSO__20131025_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	6.467604768	0.051500439	All	0	0	1.111444694	0.734284673	0.985813445	0.617075663	3.555366564	Good	#001	S00049	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	50	S050_cell line_Liposarcoma_LS141_CDK4i_50nM__20131025_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	6.496406001	0.028363177	All	0	0	1.151610432	0.838755453	0.996009398	0.485535758	1.108396575	Good	#001	S00050	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	51	S051_cell line_Liposarcoma_LS141_CDK4i_250nM__20131025_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	6.097921654	0.028593444	All	0	0	1.169788634	0.903787242	0.99868231	0.896745528	0.332786227	Good	#001	S00051	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	52	S052_cell line_Liposarcoma_LS141_DMSO__20131107_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	6.244755235	0.056015622	All	0	0	1.108537905	0.685285346	0.983159425	0.630648343	4.330172922	Good	#001	S00052	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	53	S053_cell line_Liposarcoma_LS141_CDK4i_50nM__20131107_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	7.382758707	0.067837801	All	0	0	1.08712042	0.609420085	0.974284574	0.861912663	6.204278348	Good	#001	S00053	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	54	S054_cell line_Liposarcoma_LS141_CDK4i_250nM__20131107_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	5.949204546	0.06173843	All	0	0	1.128982181	0.727442722	0.980524281	0.929142052	4.362001201	Good	#001	S00054	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	55	S055_cell line_Liposarcoma_LS141_DMSO__20131107_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	6.695254701	0.062171911	All	0	0	1.101208248	0.647287007	0.977484172	0.589227896	7.669427116	Good	#001	S00055	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	56	S056_cell line_Liposarcoma_LS141_CDK4i_50nM__20131107_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	5.892760379	0.066040714	All	1	0	1.183524111	0.336058699	0.982196362	0.79306576	4.001297037	Undet.	#001	S00056	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	57	S057_cell line_Liposarcoma_LS141_CDK4i_250nM__20131107_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	5.724392992	0.028501697	All	0	0	1.159435314	0.865551418	0.995914024	0.987876664	1.154203161	Good	#001	S00057	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	58	S058_cell line_Liposarcoma_LS141_DMSO__20131213_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	5.72915196	0.02971397	All	0	0	0.775512273	0.985319871	0.992098082	0.702455285	0.519678265	Good	#001	S00058	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	59	S059_cell line_Liposarcoma_LS141_CDK4i_50nM__20131213_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.469350485	0.038405961	All	1	0	1.185549777	0.945769698	0.999670388	0.632436816	0.051126685	Good	#001	S00059	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	60	S060_cell line_Liposarcoma_LS141_CDK4i_250nM__20131213_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	5.555974273	0.05174539	All	0	0	1.136496277	0.731817032	0.986022719	0.274358667	4.022846693	Good	#001	S00060	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	61	S061_cell line_Liposarcoma_DDLS8817_DMSO__20131025_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	1.951820807	0.060739082	All	0	0	1.192337622	0.88078275	0.983307912	0.650256196	3.308723438	Good	#001	S00061	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	62	S062_cell line_Liposarcoma_DDLS8817_CDK4i_50nM__20131025_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	1.857874015	0.033466506	All	0	0	1.102334441	1.014279688	0.996981949	0.654335548	0.481627976	Good	#001	S00062	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	63	S063_cell line_Liposarcoma_DDLS8817_CDK4i_250nM__20131025_1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	0.174467814	0.044833078	All	2	0	1.461642736	2.112894676	0.982390613	0.600802661	0.869095989	Undet.	#001	S00063	1
SMSKC101I0000_01_E_3.tif	1	1	Red	SMSKC101I0000_01_E_3.tif	TRUE	64	S064_cell line_Cell line mix_cell line mix____1_1	beta-Catenin	ndef	rabbit IgG	CAB1	-1	4.946353769	0.03380616	All	0	0	1.189414226	0.828054564	0.994858552	0.410969543	1.223604625	Good	#001	S00064	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	1	S001_cell line_Melanoma_A2058 _DMSO_1hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.183238868	0.019715417	All	0	0	0.933850942	1.008630412	0.999671341	0.998142822	0.084619787	Good	#001	S00001	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	2	S002_cell line_Melanoma_A2058 _901_1hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.17820639	0.021598934	All	0	0	1.13467724	1.02118789	0.999711554	0.733931474	0.104688434	Good	#001	S00002	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	3	S003_cell line_Melanoma_A2058 _4032_1hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.22174821	0.056337134	All	0	0	1.10480777	1.375652685	0.980396232	0.557833009	7.372840334	Good	#001	S00003	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	4	S004_cell line_Melanoma_A2058 _combo_1hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.17099288	0.025027821	All	0	0	1.04332341	0.91264963	0.995869693	0.431899676	1.97099686	Good	#001	S00004	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	5	S005_cell line_Melanoma_A2058 _DMSO_3.5hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.197265799	0.028692129	All	1	0	0.987037504	0.836679599	0.983816369	0.490931007	2.241154797	Good	#001	S00005	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	6	S006_cell line_Melanoma_A2058 _901_6hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.175724208	0.028322795	All	0	0	0.959279231	0.958966452	0.992855777	0.384067833	2.115565058	Good	#001	S00006	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	7	S007_cell line_Melanoma_A2058 _4032_6hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.1470879	0.030559796	All	2	0	1.087200781	1.01279658	0.999991311	0.666204986	6.79E-04	Good	#001	S00007	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	8	S008_cell line_Melanoma_A2058 _combo_6hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.137918917	0.033305881	All	2	0	0.934216428	1.10041641	0.99928745	0.036709111	0.041358084	Undet.	#001	S00008	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	9	S009_cell line_Melanoma_A2058 _DMSO_24hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.212076816	0.036730027	All	0	0	0.929095539	0.949462036	0.98787535	0.184156612	3.181299246	Good	#001	S00009	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	10	S010_cell line_Melanoma_A2058 _901_24hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.139208224	0.022684601	All	1	0	1.023808591	0.905190496	0.99233538	0.480299058	0.786069939	Good	#001	S00010	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	11	S011_cell line_Melanoma_A2058 _4032_24hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.165153861	0.027844256	All	1	0	0.954811444	1.06238261	0.998738071	0.775683787	0.141247252	Good	#001	S00011	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	12	S012_cell line_Melanoma_A2058 _combo_24hr_rep1	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.182307557	0.035140472	All	0	0	1.055307974	0.865753716	0.991370092	0.889305145	3.019123994	Good	#001	S00012	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	13	S013_cell line_Melanoma_A2058 _DMSO_1hr_rep2	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.171246163	0.027978927	All	0	0	0.941602738	1.120654369	0.992080677	0.1648406	2.183705415	Good	#001	S00013	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	14	S014_cell line_Melanoma_A2058 _901_1hr_rep2	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.169111063	0.044257552	All	0	0	0.872108573	0.780631072	0.978729609	0.913453979	5.170771657	Good	#001	S00014	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	15	S015_cell line_Melanoma_A2058 _4032_1hr_rep2	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.187142064	0.035455515	All	1	0	0.974360894	0.591267854	0.991400059	0.873176215	2.272258586	Good	#001	S00015	1
SMSKC101I0000_01_F_1.tif	10	1	Red	SMSKC101I0000_01_F_1.tif	TRUE	16	S016_cell line_Melanoma_A2058 _combo_1hr_rep2	c-Jun (phospho-Ser73)	ndef	rabbit IgG	CAB1	-1	0.18397233	0.020235552	All	0	0	0.953122614	1.151534238	0.996135371	0.471973406	1.180545537	Good	#001	S00016	1
