"AntibodyLabel"	"Source"	"NodeName"	"Gene_Symbol"	"Sites"	"Effect"
"272"	"b.Catenin_pT41_S45.wR.V_GBL1115129"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"273"	"B.Catenin_RS00273592"	"MDACC"	"BCatenin"	"CTNNB1"	NA	"c"
"274"	"B.Catenin_RS00275590"	"MDACC"	"BCatenin"	"CTNNB1"	NA	"c"
"275"	"b.Catenin"	"MDACC"	"BCatenin"	"CTNNB1"	NA	"c"
"276"	"B.Catenin"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"277"	"b.Catenin_V"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"278"	"b.Catenin.R.V_GBL1033680"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"279"	"b.Catenin.R.V_GBL1113159"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"280"	"b.Catenin.R.V_GBL1114862"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"281"	"b.Catenin(V)_GBL9008600"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"282"	"B.Raf_pS445"	"MDACC"	"bRAFpS445"	"BRAF"	"S445"	"a"
"283"	"b.RAF_pS445"	"MDACC"	"bRAFpS445"	"BRAF"	"S445"	"a"
"284"	"b.RAF_pS445_GBL9008382"	"MDACC"	"bRAFpS445"	"BRAF"	"S445"	"a"
"285"	"B.Raf_pS445.R.V_GBL1033685"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"286"	"B.Raf_pS445.R.V_GBL1113180"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"287"	"B.Raf_pS445.R.V_GBL1114878"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"288"	"B.Raf.M.C_GBL1033932"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"289"	"B.Raf.M.C_GBL1113382"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"290"	"B.Raf.M.DNU"	"MDACC"	"BRafMDNU"	"BRAF"	NA	"c"
"291"	"B.Raf.M.DNU_GBL.9012898"	"MDACC"	"BRafMDNU"	"BRAF"	NA	"c"
"292"	"B.Raf.M.DNU_GBL.9014280"	"MDACC"	"BRafMDNU"	"BRAF"	NA	"c"
"293"	"B.Raf"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"294"	"B.Raf"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"295"	"B.Raf.R.V_GBL1114864"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"296"	"b.RAF(mouse)_GBL9008385"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"297"	"b.RAF(mouse)(V)_GBL9007887"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"298"	"Bad (phospho.Ser112)"	"MSKCC"	"Bad_pS112"	"BAD"	"S112"	"i"
"299"	"Bad_pS112"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"300"	"BAD_pS112_C"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"301"	"Bad_pS112.R.V_GBL1033677"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"302"	"Bad_pS112.R.V_GBL1113156"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"303"	"Bad_pS112.R.V_GBL1114860"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"304"	"Bad_pS112.R.V_GBL9026336"	"MDACC"	"BadpS112"	"BAD"	"S112|S118"	"a"
"305"	"BAD_pS112"	"MDACC"	"BADpS112"	"BAD"	"S112"	"a"
"306"	"BAD_pS112(C)_GBL9007892"	"MDACC"	"BADpS112"	"BAD"	"S112"	"a"
"307"	"BAK_C"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"308"	"Bak.R.C_GBL.9013815"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"309"	"Bak.R.C_GBL1033678"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"310"	"BAK"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"311"	"Bak"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"312"	"Bak.R.C_GBL1113416"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"313"	"Bak.R.C_GBL9026182"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"314"	"Bak.wR.C_GBL1115097"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"315"	"BAK(C)_GBL9007893"	"MDACC"	"BAK"	"BAK1"	NA	"c"
"316"	"BAP1"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"317"	"BAP1.M.V_GBL1033930"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"318"	"BAP1.M.V_GBL1113396"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"319"	"BAP1.M.V_GBL1115082"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"320"	"BAX"	"MSKCC"	"Bax"	"BAX"	NA	"c"
"321"	"Bax"	"MSKCC"	"Bax"	"BAX"	NA	"c"
"322"	"BAX_C"	"MDACC"	"Bax"	"BAX"	NA	"c"
"323"	"Bax.R.V_GBL.9013816"	"MDACC"	"Bax"	"BAX"	NA	"c"
"324"	"Bax.R.V_GBL1033679"	"MDACC"	"Bax"	"BAX"	NA	"c"
"325"	"Bax.R.V_GBL1113158"	"MDACC"	"Bax"	"BAX"	NA	"c"
"326"	"Bax.R.V_GBL1114861"	"MDACC"	"Bax"	"BAX"	NA	"c"
"327"	"Bax.R.V_GBL9026183"	"MDACC"	"Bax"	"BAX"	NA	"c"
"328"	"BAX(C)_GBL9007894"	"MDACC"	"BAX"	"BAX"	NA	"c"
"329"	"BCl2"	"MSKCC"	"Bcl2"	"BCL2"	NA	"c"
"330"	"BCL2"	"MSKCC"	"Bcl2"	"BCL2"	NA	"c"
"331"	"Bcl.2"	"MSKCC"	"Bcl2"	"BCL2"	NA	"c"
"332"	"Bcl.2.M.V_GBL.9012878"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"333"	"Bcl.2.M.V_GBL9026303"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"334"	"BCl.X"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"335"	"Bcl.X"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"336"	"Bcl.X.R.C_GBL9026338"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"337"	"Bcl.X.R.V_GBL.9012872"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"338"	"BCl.X(C)_GBL9007895"	"MDACC"	"BClX"	"BCL2L1"	NA	"c"
"339"	"BCl.XL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"340"	"BCL.XL_C"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"341"	"Bcl.xL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"342"	"Bcl.xL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"343"	"Bcl.xL.R.V_GBL.9013819"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"344"	"Bcl.xL.R.V_GBL1033682"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"345"	"Bcl.xL.R.V_GBL1113160"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"346"	"Bcl.xL.R.V_GBL9026339"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"347"	"Bcl.xL.wR.V_GBL1115099"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"348"	"BCl.XL(C)_GBL9007896"	"MDACC"	"BClXL"	"BCL2L1"	NA	"c"
"349"	"Bcl2"	"MDACC"	"BCL2"	"BCL2"	NA	"c"
"350"	"BCL2_C"	"MDACC"	"BCL2"	"BCL2"	NA	"c"
"351"	"BCl2_pS70"	"MDACC"	"BCl2pS70"	"BCL2"	"S70"	"a"
"352"	"BCl2_pS70_GBL9008319"	"MDACC"	"BCl2pS70"	"BCL2"	"S70"	"a"
"353"	"BCL2_RS00273415 (MOUSE)"	"MDACC"	"BCL2"	"BCL2"	NA	"c"
"354"	"BCl2_RS00276603 (mouse)"	"MDACC"	"BCl2"	"BCL2"	NA	"c"
"355"	"Bcl2.M.V_GBL1033931"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"356"	"Bcl2.M.V_GBL1113381"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"357"	"Bcl2.M.V_GBL1115070"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"358"	"Bcl2.R.S_GBL1113364"	"MDACC"	"Bcl2RS"	"BCL2RS"	NA	"c"
"359"	"BCl2(C)_GBL9007916"	"MDACC"	"BCl2"	"BCL2"	NA	"c"
"360"	"BCl2(mouse)(V)_GBL9007872"	"MDACC"	"BCl2"	"BCL2"	NA	"c"
"361"	"Bcl2A1.R.V_GBL1114992"	"MDACC"	"Bcl2A1"	"BCL2A1"	NA	"c"
"362"	"Beclin"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"363"	"Beclin.G.C_GBL1033953"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"364"	"Beclin.G.C_GBL1113406"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"365"	"Beclin.G.C_GBL1115093"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"366"	"Beclin.G.V_GBL.9014285"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"367"	"Beclin.G.V_GBL9026330"	"MDACC"	"Beclin"	"BCL2L1"	NA	"c"
"368"	"b.Catenin"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"369"	"B.Catenin"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"370"	"beta.Catenin"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"371"	"beta.Catenin.R.V_GBL.9013817"	"MDACC"	"betaCatenin"	"CTNNB1"	NA	"c"
"372"	"beta.Catenin.R.V_GBL.9013828"	"MDACC"	"betaCatenin"	"CTNNB1"	NA	"c"
"373"	"beta.Catenin.R.V_GBL9026194"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"374"	"Bid"	"MSKCC"	"Bid"	"BID"	NA	"c"
"375"	"BID_C"	"MDACC"	"Bid"	"BID"	NA	"c"
"376"	"Bid.R.C_GBL.9013820"	"MDACC"	"Bid"	"BID"	NA	"c"
"377"	"Bid.R.C_GBL1033683"	"MDACC"	"Bid"	"BID"	NA	"c"
"378"	"Bid.R.C_GBL1113161"	"MDACC"	"Bid"	"BID"	NA	"c"
"379"	"Bid.R.C_GBL9026340"	"MDACC"	"Bid"	"BID"	NA	"c"
"380"	"Bid.wR.C_GBL1115100"	"MDACC"	"Bid"	"BID"	NA	"c"
"381"	"BIM"	"MSKCC"	"Bim"	"BCL2L11"	NA	"c"
"382"	"Bim"	"MSKCC"	"Bim"	"BCL2L11"	NA	"c"
"383"	"BIM_RS00273727"	"MDACC"	"BIM"	"BCL2L11"	NA	"c"
"384"	"BIM_RS00276021"	"MDACC"	"BIM"	"BCL2L11"	NA	"c"
"385"	"BIM_V"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"386"	"Bim.R.V_GBL.9013821"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"387"	"Bim.R.V_GBL1033684"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"388"	"Bim.R.V_GBL1113162"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"389"	"Bim.R.V_GBL1114863"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"390"	"Bim.R.V_GBL9026351"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"391"	"BIM(V))_GBL9008601"	"MDACC"	"BIM"	"BCL2L11"	NA	"c"
"392"	"BiP.GRP78"	"MDACC"	"GRP78"	"GRP78"	NA	"c"
"393"	"BOP1"	"MDACC"	"BOP1"	"BOP1"	NA	"c"
"394"	"BOP1(N16)_GBL9008583"	"MDACC"	"BOP1"	"BOP1"	NA	"c"
"395"	"bRAF_mouse"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"396"	"bRAF_pS445"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"397"	"BRCA1"	"MDACC"	"BRCA1"	"BRCA1"	NA	"c"
"398"	"BRCA1_RS00273571"	"MDACC"	"BRCA1"	"BRCA1"	NA	"c"
"399"	"BRCA2"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"400"	"BRCA2_RS00275700"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"401"	"BRCA2.R.C_GBL1033740"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"402"	"BRCA2.R.C_GBL1113231"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"403"	"BRCA2(C )_GBL9008400"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"404"	"BRD4"	"MDACC"	"BRD4"	"BRD4"	NA	"c"
"405"	"c.Abl"	"MDACC"	"cAbl"	"ABL1"	NA	"c"
"406"	"c.Abl.R.V_GBL1115011"	"MDACC"	"cAbl"	"ABL1"	NA	"c"
"407"	"c.Jun (phospho.Ser73)"	"MSKCC"	"cJun_pS73"	"JUN"	"S73"	"a"
"408"	"c.Jun_pS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"409"	"c.Jun_pS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"410"	"c.JUN_pS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"411"	"c.JUN_pS73_RS00273490"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"412"	"c.JUN_pS73_RS00275861"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"413"	"c.Jun_pS73.R.C_GBL.9013865"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"414"	"c.Jun_pS73.R.C_GBL9026231"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"415"	"c.Jun_pS73.R.V_GBL1033689"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"416"	"c.Jun_pS73.R.V_GBL1113167"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"417"	"c.Jun_pS73.wR.V_GBL1115101"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"418"	"c.JUN_pS73(C)_GBL9007937"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"419"	"c.JUN"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"420"	"c.JUN_RS00273491"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"421"	"c.JUN_RS00275862"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"422"	"c.KIT_RS00273426"	"MDACC"	"cKIT"	"KIT"	NA	"c"
"423"	"c.KIT_RS00276024"	"MDACC"	"cKIT"	"KIT"	NA	"c"
"424"	"c.Kit"	"MDACC"	"cKit"	"KIT"	NA	"c"
"425"	"c.KIT"	"MDACC"	"cKit"	"KIT"	NA	"c"
"426"	"c.Kit"	"MDACC"	"cKit"	"KIT"	NA	"c"
"427"	"c.KIT_V"	"MDACC"	"cKit"	"KIT"	NA	"c"
"428"	"c.Kit.R.V_GBL.9013866"	"MDACC"	"cKit"	"KIT"	NA	"c"
"429"	"c.Kit.R.V_GBL1033690"	"MDACC"	"cKit"	"KIT"	NA	"c"
"430"	"c.Kit.R.V_GBL1113181"	"MDACC"	"cKit"	"KIT"	NA	"c"
"431"	"c.Kit.R.V_GBL9026344"	"MDACC"	"cKit"	"KIT"	NA	"c"
"432"	"c.Kit.wR.V_GBL1115102"	"MDACC"	"cKit"	"KIT"	NA	"c"
"433"	"c.KIT(V)_GBL9007931"	"MDACC"	"cKIT"	"KIT"	NA	"c"
"434"	"c.Met_pY1234_Y1235.R.V_GBL1033735"	"MDACC"	"cMetpY1234Y1235"	"MET"	"Y1234|Y1235"	"a"
"435"	"c.Met_pY1234_Y1235.R.V_GBL1113226"	"MDACC"	"cMetpY1234Y1235"	"MET"	"Y1234|Y1235"	"a"
"436"	"c.Met_pY1234_Y1235.R.V_GBL1114912"	"MDACC"	"cMetpY1234Y1235"	"MET"	"Y1234|Y1235"	"a"
"437"	"c.Met_pY1235"	"MDACC"	"cMetpY1235"	"MET"	"Y1235"	"a"
"438"	"c.Met_pY1235.R.C_GBL.9013872"	"MDACC"	"cMetpY1235"	"MET"	"Y1235"	"a"
"439"	"c.Met_pY1235.R.C_GBL9026236"	"MDACC"	"cMetpY1235"	"MET"	"Y1235"	"a"
"440"	"c.Met"	"MDACC"	"cMet"	"MET"	NA	"c"
"441"	"c.Met.M.C_GBL.9012891"	"MDACC"	"cMet"	"MET"	NA	"c"
"442"	"c.Met.M.C_GBL9026314"	"MDACC"	"cMet"	"MET"	NA	"c"
"443"	"c.Met.M.Q_GBL1115169"	"MDACC"	"cMet"	"MET"	NA	"c"
"444"	"c.Met.M.QC_GBL1033899"	"MDACC"	"cMet"	"MET"	NA	"c"
"445"	"c.Met.M.QC_GBL1113359"	"MDACC"	"cMet"	"MET"	NA	"c"
"446"	"c.Myc"	"MSKCC"	"cMyc"	"MYC"	NA	"c"
"447"	"c.Myc"	"MSKCC"	"cMyc"	"MYC"	NA	"c"
"448"	"c.Myc (phospho.Thr58,Ser62)"	"MSKCC"	"cMyc_pT58"	"MYC"	"T58|S62"	"i"
"449"	"c.Myc_GBL9008327"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"450"	"c.Myc_pT58"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"451"	"c.Myc_pT58_GBL9008547"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"452"	"c.Myc_pT58_RS00275705"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"453"	"c.Myc_RS00267485"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"454"	"c.Myc_RS00275704"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"455"	"c.Myc.R.C_GBL.9013875"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"456"	"c.Myc.R.C_GBL1033885"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"457"	"c.Myc.R.C_GBL1113345"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"458"	"c.Myc.R.C_GBL1115025"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"459"	"c.Myc.R.C_GBL9026241"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"460"	"c.RAF_pS338_GBL9008390"	"MDACC"	"cRAFpS338"	"RAF1"	"S338"	"a"
"461"	"C.Raf_pS338"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"462"	"C.Raf_pS338"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"463"	"C.Raf_pS338.R.C_GBL.9013909"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"464"	"C.Raf_pS338.R.C_GBL9026279"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"465"	"C.Raf_pS338.R.V_GBL1033691"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"466"	"C.Raf_pS338.R.V_GBL1113169"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"467"	"C.Raf_pS338.R.V_GBL1114870"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"468"	"c.RAF_RS00275585"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"469"	"C.Raf"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"470"	"C.Raf"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"471"	"c.RAF"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"472"	"cRAF"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"473"	"C.Raf.R.V_GBL.9013897"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"474"	"C.Raf.R.V_GBL1033856"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"475"	"C.Raf.R.V_GBL1113317"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"476"	"C.Raf.R.V_GBL1114976"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"477"	"C.Raf.R.V_GBL9026278"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"478"	"c.RAF(V)_GBL9007917"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"479"	"c.RAF(V)_GBL9008520"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"480"	"CaseinKinase.1_Epsillon"	"MDACC"	"Casein Kinase 1Epsillon"	"CSNK1E"	NA	"c"
"481"	"Casein Kinase 1.Epsillon(mouse)_GBL9008363"	"MDACC"	"Casein Kinase 1Epsillon"	"CSNK1E"	NA	"c"
"482"	"CaseinKinase_mouse"	"MDACC"	"Casein Kinase 1Epsillon"	"CSNK1E"	NA	"c"
"483"	"CASK"	"MDACC"	"CASK"	"CASK"	NA	"c"
"484"	"CASK(mouse)_GBL9008353"	"MDACC"	"CASK"	"CASK"	NA	"c"
"485"	"Caspase 3 (cleaved.Asp175)"	"MSKCC"	"Caspase3(cleavedAsp175)"	"CASP3"	NA	"a"
"486"	"Caspase.3"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"487"	"Caspase.3"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"488"	"Caspase.3_RS00273572"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"489"	"Caspase 3_RS00273572"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"490"	"Caspase 3_RS00275709 (better)"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"491"	"Caspase 3_RS00275860"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"492"	"Caspase.7"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"493"	"Caspase.7_RS00273726"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"494"	"Caspase 7_RS00273726"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"495"	"Caspase 7_RS00275470"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"496"	"Caspase 7_RS00276020"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"497"	"Caspase.7.cleaved"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"498"	"Caspase_7_Cleaved_C"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"499"	"Caspase.8"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"500"	"Caspase_8_mouse"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"501"	"Caspase_9"	"MDACC"	"Caspase9"	"CASP9"	NA	"c"
"502"	"Caspase_9_clv_Asp315"	"MDACC"	"Caspase9cleavedD315"	"CASP9"	NA	"a"
"503"	"Caspase_9_clv_Asp330"	"MDACC"	"Caspase9cleavedD330"	"CASP9"	NA	"a"
"504"	"Caspase.3_active"	"MDACC"	"Caspase3active"	"CASP3"	NA	"a"
"505"	"Caspase.3_active.R.C_GBL.9013825"	"MDACC"	"Caspase3active"	"CASP3"	NA	"a"
"506"	"Caspase.3_active.R.C_GBL9026352"	"MDACC"	"Casp3ac"	"CASP3"	NA	"a"
"507"	"Caspase.3.R.C_GBL1114866"	"MDACC"	"Caspase3"	"CASP3"	NA	"c"
"508"	"Caspase.3(Active)(C )_GBL9008562"	"MDACC"	"Caspase3"	"CASP3"	NA	"a"
"509"	"Caspase.7_cleavedD198"	"MDACC"	"Caspase7cleavedD198"	"CASP7"	NA	"a"
"510"	"Caspase.7_cleavedD198.R.C_GBL.9013826"	"MDACC"	"Caspase7cleavedD198"	"CASP7"	NA	"a"
"511"	"Caspase.7_cleavedD198.R.C_GBL9026353"	"MDACC"	"Casp7clD198"	"CASP7"	NA	"a"
"512"	"Caspase.7.cleaved.R.C_GBL1033686"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"513"	"Caspase.7.cleaved.R.C_GBL1113164"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"514"	"Caspase.7.cleaved.R.C_GBL1114867"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"515"	"Caspase.7(cleaved)(C)_GBL9007918"	"MDACC"	"Caspase7"	"CASP7"	NA	"a"
"516"	"Caspase.8"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"517"	"Caspase.8.M.C_GBL.9012879"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"518"	"Caspase.8.M.Q_GBL1115045"	"MDACC"	"Caspase8"	"CASP8"	NA	"a"
"519"	"Caspase.8.M.QC_GBL1033903"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"520"	"Caspase.8.M.QC_GBL1113363"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"521"	"Caspase.8(mouse)_GBL9008354"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"522"	"Caspase.9_cleavedD330"	"MDACC"	"Caspase9cleavedD330"	"CASP9"	NA	"a"
"523"	"Caspase.9_cleavedD330.R.C_GBL.9013827"	"MDACC"	"Caspase9cleavedD330"	"CASP9"	NA	"a"
"524"	"Caspase.9_cleavedD330.R.C_GBL9026193"	"MDACC"	"Casp9clD330"	"CASP9"	NA	"a"
"525"	"Caspase.9_GBL9008548"	"MDACC"	"Caspase9"	"CASP9"	NA	"c"
"526"	"Caspase.9.cleaved.R.C_GBL1115222"	"MDACC"	"Caspase9cleaved"	"CASP9"	NA	"a"
"527"	"Catenin.alpha"	"MDACC"	"Cateninalpha"	"CTNNA1"	NA	"c"
"528"	"Catenin.alpha(mouse)_GBL9008376"	"MDACC"	"Cateninalpha"	"CTNNA1"	NA	"c"
"529"	"Caveolin"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"530"	"Caveolin_RS00273722"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"531"	"Caveolin_RS00276017"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"532"	"Caveolin_V"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"533"	"Caveolin.1"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"534"	"Caveolin.1"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"535"	"Caveolin.1.R.V_GBL.9013829"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"536"	"Caveolin.1.R.V_GBL1033687"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"537"	"Caveolin.1.R.V_GBL1113165"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"538"	"Caveolin.1.R.V_GBL1114868"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"539"	"Caveolin.1.R.V_GBL9026195"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"540"	"Caveolin.1(V)_GBL9008603"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"541"	"CD4"	"MDACC"	"CD4"	"CD4"	NA	"c"
"542"	"CD20"	"MDACC"	"CD20"	"MS4A1"	NA	"c"
"543"	"CD20(C )_GBL90085557"	"MDACC"	"CD20"	"MS4A1"	NA	"c"
"544"	"CD20(C)_GBL9008604"	"MDACC"	"CD20"	"MS4A1"	NA	"c"
"545"	"CD26.R.V_GBL1114995"	"MDACC"	"CD26"	"DPP4"	NA	"c"
"546"	"CD29"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"547"	"CD29.M.V_GBL1033911"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"548"	"CD29.M.V_GBL1113413"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"549"	"CD29.M.V_GBL1115054"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"550"	"CD31"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"551"	"CD31_RS00273758 (MOUSE)"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
