AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect
Caspase.9_cleavedD330.R.C_GBL9026193	MDACC	Casp9clD330	CASP9	NA	a
Caspase 3_RS00273572	MDACC	Caspase 3	CASP3	NA	c
Caspase 3_RS00275709 (better)	MDACC	Caspase 3	CASP3	NA	c
Caspase 3_RS00275860	MDACC	Caspase 3	CASP3	NA	c
Caspase 7_RS00273726	MDACC	Caspase 7	CASP7	NA	c
Caspase 7_RS00275470	MDACC	Caspase 7	CASP7	NA	c
Caspase 7_RS00276020	MDACC	Caspase 7	CASP7	NA	c
Caspase.3.R.C_GBL1114866	MDACC	Caspase3	CASP3	NA	c
Caspase.3(Active)(C )_GBL9008562	MDACC	Caspase3	CASP3	NA	a
Caspase 3 (cleaved.Asp175)	MSKCC	Caspase3(cleavedAsp175)	CASP3		a
Caspase.3_active.R.C_GBL.9013825	MDACC	Caspase3active	CASP3	NA	a
Caspase.7(cleaved)(C)_GBL9007918	MDACC	Caspase7	CASP7	NA	a
Caspase.7.cleaved.R.C_GBL1033686	MDACC	Caspase7cleaved	CASP7	NA	a
Caspase.7.cleaved.R.C_GBL1113164	MDACC	Caspase7cleaved	CASP7	NA	a
Caspase.7.cleaved.R.C_GBL1114867	MDACC	Caspase7cleaved	CASP7	NA	a
Caspase.7_cleavedD198.R.C_GBL.9013826	MDACC	Caspase7cleavedD198	CASP7	NA	a
Caspase.8.M.Q_GBL1115045	MDACC	Caspase8	CASP8	NA	a
Caspase.8.M.QC_GBL1033903	MDACC	Caspase8	CASP8	NA	c
Caspase.8.M.QC_GBL1113363	MDACC	Caspase8	CASP8	NA	c
Caspase.8(mouse)_GBL9008354	MDACC	Caspase8	CASP8	NA	c
Caspase.8.M.C_GBL.9012879	MDACC	Caspase8	CASP8	NA	c
Caspase.9_GBL9008548	MDACC	Caspase9	CASP9	NA	c
Caspase.9.cleaved.R.C_GBL1115222	MDACC	Caspase9cleaved	CASP9	NA	a
Caspase.9_cleavedD330.R.C_GBL.9013827	MDACC	Caspase9cleavedD330	CASP9	NA	a
Catenin.alpha(mouse)_GBL9008376	MDACC	Cateninalpha	CTNNA1	NA	c
Caveolin_RS00273722	MDACC	Caveolin	CAV1	NA	c
Caveolin_RS00276017	MDACC	Caveolin	CAV1	NA	c
Caveolin.1.R.V_GBL9026195	MDACC	Caveolin1	CAV1	NA	c
Caveolin.1.R.V_GBL1033687	MDACC	Caveolin1	CAV1	NA	c
Caveolin.1.R.V_GBL1113165	MDACC	Caveolin1	CAV1	NA	c
Caveolin.1.R.V_GBL1114868	MDACC	Caveolin1	CAV1	NA	c
Caveolin.1(V)_GBL9008603	MDACC	Caveolin1	CAV1	NA	c
Caveolin.1.R.V_GBL.9013829	MDACC	Caveolin1	CAV1	NA	c
CD20(C )_GBL90085557	MDACC	CD20	MS4A1	NA	c
CD20(C)_GBL9008604	MDACC	CD20	MS4A1	NA	c
CD26.R.V_GBL1114995	MDACC	CD26	DPP4	NA	c
CD29.M.V_GBL1033911	MDACC	CD29	DPP4	NA	c
CD29.M.V_GBL1113413	MDACC	CD29	DPP4	NA	c
CD29.M.V_GBL1115054	MDACC	CD29	DPP4	NA	c
CD31.M.V_GBL9026349	MDACC	CD31	PECAM1	NA	c
CD31_RS00273758 (MOUSE)	MDACC	CD31	PECAM1	NA	c
CD31_RS00276604 (mouse)	MDACC	CD31	PECAM1	NA	c
CD31.M.V_GBL1033933	MDACC	CD31	PECAM1	NA	c
CD31.M.V_GBL1113383	MDACC	CD31	PECAM1	NA	c
CD31.wM.V_GBL1115138	MDACC	CD31	PECAM1	NA	c
CD31.M.V_GBL.9012881	MDACC	CD31	PECAM1	NA	c
CD31(mouse)(V)_GBL9007873	MDACC	CD31	PECAM1	NA	c
CD44.M.C_GBL1115173	MDACC	CD44	CD44	NA	c
CD49.M.V_GBL.9012882	MDACC	CD49	ITGA2	NA	c
CD49b.M.V_GBL1033902	MDACC	CD49b	ITGA2	NA	c
CD49b.M.V_GBL1113362	MDACC	CD49b	ITGA2	NA	c
CD49b.wM.V_GBL1115137	MDACC	CD49b	ITGA2	NA	c
CD49b(mouse)_GBL9008351	MDACC	CD49b	ITGA2	NA	c
CDC2(mouse)_GBL9008375	MDACC	CDC2	CDC2	NA	c
CDC2.p34.M.V_GBL1115091	MDACC	CDC2p34	CDC2	NA	c
CDK1.R.V_GBL9026196	MDACC	CDK1	CDC2	NA	c
CDK1.R.V_GBL1033788	MDACC	CDK1	CDK1	NA	c
CDK1.R.V_GBL1113265	MDACC	CDK1	CDK1	NA	c
CDK1.R.V_GBL1114937	MDACC	CDK1	CDK1	NA	c
CDK1.R.V_GBL.9012883	MDACC	CDK1	CDK1	NA	c
CDK1.R.V_GBL.9013830	MDACC	CDK1	CDK1	NA	c
CDK1(mouse)_GBL9008515	MDACC	CDK1	CDK1	NA	c
CDK1 (p34cdc2) (phospho.Thr161)	MSKCC	CDK1_pT161	CDK1	T161	a
CDK1 (p34cdc2) (phospho.Tyr15)	MSKCC	CDK1_pY15	CDK1	Y15	i
CDK4	MSKCC	CDK4	CDK4	NA	c
Chk1.R.C_GBL9026197	MDACC	Chk1	CHEK1	NA	c
CHK1_GBL9008605	MDACC	CHK1	CHEK1	NA	c
CHK1_RS00275796	MDACC	CHK1	CHEK1	NA	c
Chk1.M.C_GBL1033910	MDACC	Chk1	CHEK1	NA	c
Chk1.M.C_GBL1113374	MDACC	Chk1	CHEK1	NA	c
Chk1.M.C_GBL1115053	MDACC	Chk1	CHEK1	NA	c
Chk1.R.C_GBL.9013831	MDACC	Chk1	CHEK1	NA	c
CHK1(mouse)_GBL9008345	MDACC	CHK1	CHEK1	NA	c
Chk1_pS296.R.V_GBL1114999	MDACC	Chk1pS296	CHEK1	S296	a
Chk1_pS345.R.C_GBL9026198	MDACC	Chk1pS345	CHEK1	S345	a
CHK1_pS345_GBL9008407	MDACC	CHK1pS345	CHEK1	S345	a
CHK1_pS345_RS00275797	MDACC	CHK1pS345	CHEK1	S345	a
Chk1_pS345.R.C_GBL1033780	MDACC	Chk1pS345	CHEK1	S345	a
Chk1_pS345.R.C_GBL1113257	MDACC	Chk1pS345	CHEK1	S345	a
Chk1_pS345.wR.C_GBL1115117	MDACC	Chk1pS345	CHEK1	S345	a
Chk1_pS345.R.C_GBL.9013832	MDACC	Chk1pS345	CHEK1	S345	a
Chk2.M.C_GBL9026306	MDACC	Chk2	CHEK2	NA	c
CHK2_RS00276382 (mouse)	MDACC	CHK2	CHEK2	NA	c
Chk2.M.V_GBL1033889	MDACC	Chk2	CHEK2	NA	c
Chk2.M.V_GBL1113349	MDACC	Chk2	CHEK2	NA	c
Chk2.M.V_GBL1115031	MDACC	Chk2	CHEK2	NA	c
Chk2.M.C_GBL.9012884	MDACC	Chk2	CHEK2	NA	c
CHK2(mouse)_GBL9007870	MDACC	CHK2	CHEK2	NA	c
CHK2(mouse)_GBL9008539	MDACC	CHK2	CHEK2	NA	c
Chk2 (phospho.Thr68)	MSKCC	Chk2_pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL9026199	MDACC	Chk2pT68	CHEK2	T68	a
CHK2_pT68_GBL9008608	MDACC	CHK2pT68	CHEK2	T68	a
CHK2_pT68_RS00275798	MDACC	CHK2pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL1033688	MDACC	Chk2pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL1113166	MDACC	Chk2pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL1114869	MDACC	Chk2pT68	CHEK2	T68	a
cIAP.R.V_GBL9026200	MDACC	cIAP	BIRC2	NA	c
cIAP.R.V_GBL.9013834	MDACC	cIAP	BIRC2	NA	c
CIAP.1_GBL9008378	MDACC	CIAP1	BIRC2	NA	c
p21.R.C_GBL9026247	MDACC	CIP1/p21	CDKN1A	NA	c
c.JUN_RS00273491	MDACC	cJUN	JUN	NA	c
c.JUN_RS00275862	MDACC	cJUN	JUN	NA	c
c.Jun (phospho.Ser73)	MSKCC	cJun_pS73	JUN	S73	a
c.Jun_pS73.R.C_GBL9026231	MDACC	cJunpS73	JUN	S73	a
c.JUN_pS73_RS00273490	MDACC	cJUNpS73	JUN	S73	a
c.JUN_pS73_RS00275861	MDACC	cJUNpS73	JUN	S73	a
c.Jun_pS73.R.V_GBL1033689	MDACC	cJunpS73	JUN	S73	a
c.Jun_pS73.R.V_GBL1113167	MDACC	cJunpS73	JUN	S73	a
c.Jun_pS73.wR.V_GBL1115101	MDACC	cJunpS73	JUN	S73	a
c.JUN_pS73(C)_GBL9007937	MDACC	cJUNpS73	JUN	S73	a
c.Jun_pS73.R.C_GBL.9013865	MDACC	cJunpS73	JUN	S73	a
c.Kit.R.V_GBL9026344	MDACC	cKit	KIT	NA	c
c.KIT_RS00273426	MDACC	cKIT	KIT	NA	c
c.KIT_RS00276024	MDACC	cKIT	KIT	NA	c
c.Kit.R.V_GBL1033690	MDACC	cKit	KIT	NA	c
c.Kit.R.V_GBL1113181	MDACC	cKit	KIT	NA	c
c.Kit.wR.V_GBL1115102	MDACC	cKit	KIT	NA	c
c.KIT(V)_GBL9007931	MDACC	cKIT	KIT	NA	c
c.Kit.R.V_GBL.9013866	MDACC	cKit	KIT	NA	c
Claudin.7.R.V_GBL9026201	MDACC	Claudin7	CLDN7	NA	c
Claudin.7.R.V_GBL1033773	MDACC	Claudin7	CLDN7	NA	c
Claudin.7.R.V_GBL1113250	MDACC	Claudin7	CLDN7	NA	c
Claudin.7.R.V_GBL1114927	MDACC	Claudin7	CLDN7	NA	c
Claudin.7.R.V_GBL.9013835	MDACC	Claudin7	CLDN7	NA	c
c.Met.M.C_GBL9026314	MDACC	cMet	MET	NA	c
c.Met.M.Q_GBL1115169	MDACC	cMet	MET	NA	c
c.Met.M.QC_GBL1033899	MDACC	cMet	MET	NA	c
c.Met.M.QC_GBL1113359	MDACC	cMet	MET	NA	c
c.Met.M.C_GBL.9012891	MDACC	cMet	MET	NA	c
c.Met_pY1234_Y1235.R.V_GBL1033735	MDACC	cMetpY1234Y1235	MET	Y1234|Y1235	a
c.Met_pY1234_Y1235.R.V_GBL1113226	MDACC	cMetpY1234Y1235	MET	Y1234|Y1235	a
c.Met_pY1234_Y1235.R.V_GBL1114912	MDACC	cMetpY1234Y1235	MET	Y1234|Y1235	a
c.Met_pY1235.R.C_GBL9026236	MDACC	cMetpY1235	MET	Y1235	a
c.Met_pY1235.R.C_GBL.9013872	MDACC	cMetpY1235	MET	Y1235	a
c.Myc	MSKCC	cMyc	MYC	NA	c
c.Myc.R.C_GBL9026241	MDACC	cMyc	MYC	NA	c
c.Myc_GBL9008327	MDACC	cMyc	MYC	NA	c
c.Myc_RS00267485	MDACC	cMyc	MYC	NA	c
c.Myc_RS00275704	MDACC	cMyc	MYC	NA	c
c.Myc.R.C_GBL1033885	MDACC	cMyc	MYC	NA	c
c.Myc.R.C_GBL1113345	MDACC	cMyc	MYC	NA	c
c.Myc.R.C_GBL1115025	MDACC	cMyc	MYC	NA	c
c.Myc.R.C_GBL.9013875	MDACC	cMyc	MYC	NA	c
c.Myc (phospho.Thr58,Ser62)	MSKCC	cMyc_pT58	MYC	T58|S62	i
c.Myc_pT58_GBL9008547	MDACC	cMycpT58	MYC	T58	i
c.Myc_pT58_RS00275705	MDACC	cMycpT58	MYC	T58	i
cMyc_pT58_RS00273763	MDACC	cMycpT58	MYC	T58	i
Cofilin_GBL9008368	MDACC	Cofilin	CFL1	NA	c
Cofilin_pS3(V)_GBL9008339	MDACC	CofilinpS3	CFL1	S3	i
Collagen VI_RS00273498 ( smear bgd)	MDACC	Collagen VI	COL6A1	NA	c
Collagen VI_RS00275868	MDACC	Collagen VI	COL6A1	NA	c
Collagen VI(V)_GBL9007919	MDACC	Collagen VI	COL6A1	NA	c
Collagen_VI.R.V_GBL9026202	MDACC	CollagenVI	COL6A1	NA	c
Collagen_VI.R.V_GBL.9013836	MDACC	CollagenVI	COL6A1	NA	c
Collagen.VI.R.V_GBL1033877	MDACC	CollagenVI	COL6A1	NA	c
Collagen.VI.R.V_GBL1113337	MDACC	CollagenVI	COL6A1	NA	c
Collagen.VI.R.V_GBL1115015	MDACC	CollagenVI	COL6A1	NA	c
Complex.II.Subunit.M.V_GBL1033934	MDACC	ComplexIISubunit	SDHA	NA	c
Complex.II.Subunit.M.V_GBL1113391	MDACC	ComplexIISubunit	SDHA	NA	c
Complex.II.Subunit.M.V_GBL1115078	MDACC	ComplexIISubunit	SDHA	NA	c
Complex.II.Subunit.M.V_GBL1033934	MDACC	ComplexIISubunit	SDHB	NA	c
Complex.II.Subunit.M.V_GBL1113391	MDACC	ComplexIISubunit	SDHB	NA	c
Complex.II.Subunit.M.V_GBL1115078	MDACC	ComplexIISubunit	SDHB	NA	c
Complex.II.Subunit.M.V_GBL1033934	MDACC	ComplexIISubunit	SDHC	NA	c
Complex.II.Subunit.M.V_GBL1113391	MDACC	ComplexIISubunit	SDHC	NA	c
Complex.II.Subunit.M.V_GBL1115078	MDACC	ComplexIISubunit	SDHC	NA	c
Complex.II.Subunit.M.V_GBL1033934	MDACC	ComplexIISubunit	SDHD	NA	c
Complex.II.Subunit.M.V_GBL1113391	MDACC	ComplexIISubunit	SDHD	NA	c
Complex.II.Subunit.M.V_GBL1115078	MDACC	ComplexIISubunit	SDHd	NA	c
Connexin.43.R.C_GBL1115232	MDACC	Connexin43	GJA1	NA	c
Coup.TFII.R.C_GBL1115233	MDACC	NR2F2	COUPTFII	NA	c
COX.2.R.C_GBL9026203	MDACC	COX2	PTGS2	NA	c
COX.2.R.C_GBL.9013837	MDACC	COX2	PTGS2	NA	c
COX2_RS00273495	MDACC	COX2	PTGS2	NA	c
COX2_RS00275867	MDACC	COX2	PTGS2	NA	c
Cox2.R.C_GBL1033859	MDACC	Cox2	PTGS2	NA	c
Cox2.R.C_GBL1113320	MDACC	Cox2	PTGS2	NA	c
Cox2.R.C_GBL1114979	MDACC	Cox2	PTGS2	NA	c
COX2(C )_GBL9008399	MDACC	COX2	PTGS2	NA	c
Cox.IV.M.C_GBL1033935	MDACC	CoxIV	COX4I1	NA	c
Cox.IV.M.C_GBL1113397	MDACC	CoxIV	COX4I1	NA	c
Cox.IV.M.C_GBL1115175	MDACC	CoxIV	COX4I1	NA	c
C.Raf.R.V_GBL9026278	MDACC	CRaf	RAF1	NA	c
c.RAF_RS00275585	MDACC	cRAF	RAF1	NA	c
C.Raf.R.V_GBL1033856	MDACC	CRaf	RAF1	NA	c
C.Raf.R.V_GBL1113317	MDACC	CRaf	RAF1	NA	c
C.Raf.R.V_GBL1114976	MDACC	CRaf	RAF1	NA	c
c.RAF(V)_GBL9007917	MDACC	cRAF	RAF1	NA	c
c.RAF(V)_GBL9008520	MDACC	cRAF	RAF1	NA	c
C.Raf.R.V_GBL.9013897	MDACC	CRaf	RAF1	NA	c
cRAF_RS00273714	MDACC	cRAF	RAF1	NA	c
C.Raf_pS338.R.C_GBL9026279	MDACC	CRafpS338	RAF1	S338	a
c.RAF_pS338_GBL9008390	MDACC	cRAFpS338	RAF1	S338	a
C.Raf_pS338.R.V_GBL1033691	MDACC	CRafpS338	RAF1	S338	a
C.Raf_pS338.R.V_GBL1113169	MDACC	CRafpS338	RAF1	S338	a
C.Raf_pS338.R.V_GBL1114870	MDACC	CRafpS338	RAF1	S338	a
C.Raf_pS338.R.C_GBL.9013909	MDACC	CRafpS338	RAF1	S338	a
CXCR4.R.C_GBL1114994	MDACC	CXCR4	CXCR4	NA	c
Cyclin B1_RS00269170	MDACC	Cyclin B1	CCNB1	NA	c
Cyclin B1_RS00275830	MDACC	Cyclin B1	CCNB1	NA	c
Cyclin B1(V)_GBL9007920	MDACC	Cyclin B1	CCNB1	NA	c
Cyclin B1(V)_GBL9008606	MDACC	Cyclin B1	CCNB1	NA	c
Cyclin D1_RS00269171	MDACC	Cyclin D1	CCND1	NA	c
Cyclin D1(V)_GBL9007921	MDACC	Cyclin D1	CCND1	NA	c
Cyclin E(mouse)_GBL9008383	MDACC	Cyclin E	CCNE1	NA	c
Cyclin E1_RS00273417 (mouse)	MDACC	Cyclin E1	CCNE1	NA	c
Cyclin E1_RS00275571	MDACC	Cyclin E1	CCNE1	NA	c
Cyclin E1_RS00276605 (mouse)	MDACC	Cyclin E1	CCNE1	NA	c
Cyclin E1(mouse)(V)_GBL9007874	MDACC	Cyclin E1	CCNE1	NA	c
Cyclin E2(C)_GBL9008609	MDACC	Cyclin E2	CCNE2	NA	c
Cyclin B1 (V152)	MSKCC	CyclinB1	CCNB1	NA	c
Cyclin_B1.R.V_GBL9026204	MDACC	CyclinB1	CCNB1	NA	c
Cyclin_B1.R.V_GBL.9013838	MDACC	CyclinB1	CCNB1	NA	c
Cyclin.B1.R.V_GBL1033693	MDACC	CyclinB1	CCNB1	NA	c
Cyclin.B1.R.V_GBL1113170	MDACC	CyclinB1	CCNB1	NA	c
Cyclin.B1.R.V_GBL1114871	MDACC	CyclinB1	CCNB1	NA	c
Cyclin C	MSKCC	CyclinC	CCNC	NA	c
Cyclin D1	MSKCC	CyclinD1	CCND1	NA	c
Cyclin_D1.R.V_GBL9026205	MDACC	CyclinD1	CCND1	NA	c
Cyclin_D1.R.V_GBL.9013839	MDACC	CyclinD1	CCND1	NA	c
Cyclin.D1.R.V_GBL1033878	MDACC	CyclinD1	CCND1	NA	c
Cyclin.D1.R.V_GBL1113338	MDACC	CyclinD1	CCND1	NA	c
Cyclin.D1.R.V_GBL1115016	MDACC	CyclinD1	CCND1	NA	c
Cyclin_E1.M.V_GBL9026308	MDACC	CyclinE1	CCNE1	NA	c
Cyclin E_NB	MSKCC	CyclinE1	CCNE1	NA	c
Cyclin_E1.M.V_GBL.9012885	MDACC	CyclinE1	CCNE1	NA	c
Cyclin.E1.M.V_GBL1033936	MDACC	CyclinE1	CCNE1	NA	c
Cyclin.E1.M.V_GBL1113384	MDACC	CyclinE1	CCNE1	NA	c
Cyclin.E1.M.V_GBL1115071	MDACC	CyclinE1	CCNE1	NA	c
Cyclophilin.F.M.V_GBL1033937	MDACC	CyclophilinF	PPIF	NA	c
Cyclophilin.F.M.V_GBL1113399	MDACC	CyclophilinF	PPIF	NA	c
Cyclophilin.F.M.V_GBL1115085	MDACC	CyclophilinF	PPIF	NA	c
Cytokeratin.19.M.C_GBL1115178	MDACC	Cytokeratin19	KRT19	NA	c
D.a.Tubulin.R.V_GBL1115003	MDACC	aTubulin	TUBA1A	NA	c
DJ.1.R.C_GBL9026206	MDACC	DJ1	PARK7	NA	c
DJ.1.R.C_GBL.9013840	MDACC	DJ1	PARK7	NA	c
DJ1.R.V_GBL1033777	MDACC	DJ1	PARK7	NA	c
DJ1.R.V_GBL1113254	MDACC	DJ1	PARK7	NA	c
DJ1.R.V_GBL1114928	MDACC	DJ1	PARK7	NA	c
DM.Histone.H3.R.V_GBL1115004	MDACC	DM.HistoneH3	H3F3B	NA	c
DM.K9.Histone.H3.R.C_GBL1115005	MDACC	DM.K9.HistoneH3	H3F3B	NA	c
DM.Histone.H3.R.V_GBL1115004	MDACC	DM.HistoneH3	H3F3A	NA	c
DM.K9.Histone.H3.R.C_GBL1115005	MDACC	DM.K9.HistoneH3	H3F3A	NA	c
DUSP4.R.V_GBL1115007	MDACC	DUSP4	DUSP4	NA	c
DV13_GBL9008389	MDACC	DV13	DVL3	NA	c
Dvl3.R.V_GBL9026207	MDACC	Dvl3	DVL3	NA	c
Dvl3.R.V_GBL1033785	MDACC	Dvl3	DVL3	NA	c
Dvl3.R.V_GBL1113262	MDACC	Dvl3	DVL3	NA	c
Dvl3.R.V_GBL1114932	MDACC	Dvl3	DVL3	NA	c
Dvl3.R.V_GBL.9013841	MDACC	Dvl3	DVL3	NA	c
E.Cadherin	MSKCC	E.Cadherin	CDH1	NA	c
E2F1.M.V_GBL1033938	MDACC	E2F1	E2F1	NA	c
E2F1.M.V_GBL1113400	MDACC	E2F1	E2F1	NA	c
E2F1.wM.V_GBL1115244	MDACC	E2F1	E2F1	NA	c
E2F.2(TFE25)(mouse)_GBL9008568	MDACC	E2F2	E2F2	NA	c
E.Cadherin.R.V_GBL9026188	MDACC	ECadherin	CDH1	NA	c
E.Cadherin_RS00276013	MDACC	ECadherin	CDH1	NA	c
E.Cadherin.R.V_GBL1033835	MDACC	ECadherin	CDH1	NA	c
E.Cadherin.R.V_GBL1113286	MDACC	ECadherin	CDH1	NA	c
E.Cadherin.R.V_GBL1114954	MDACC	ECadherin	CDH1	NA	c
E.Cadherin(V)_GBL9008563	MDACC	ECadherin	CDH1	NA	c
E.cadherin(V)_GBL9008607	MDACC	Ecadherin	CDH1	NA	c
E.Cadherin.R.V_GBL.9013822	MDACC	ECadherin	CDH1	NA	c
ECadherin_RS00273591	MDACC	ECadherin	CDH1	NA	c
eEF2.R.V_GBL9026208	MDACC	eEF2	EEF2	NA	c
eEF2.R.C_GBL1033822	MDACC	eEF2	EEF2	NA	c
eEF2.R.C_GBL1113273	MDACC	eEF2	EEF2	NA	c
eEF2.R.C_GBL1114946	MDACC	eEF2	EEF2	NA	c
eEF2.R.V_GBL.9013842	MDACC	eEF2	EEF2	NA	c
eEF2K.R.V_GBL9026209	MDACC	eEF2K	EEF2K	NA	c
eEF2K.R.V_GBL1033823	MDACC	eEF2K	EEF2K	NA	c
eEF2K.R.V_GBL1113274	MDACC	eEF2K	EEF2K	NA	c
eEF2K.R.V_GBL1114947	MDACC	eEF2K	EEF2K	NA	c
eEF2K.R.V_GBL.9013843	MDACC	eEF2K	EEF2K	NA	c
E.FABP(C20)_GBL9008525	MDACC	EFABP	FABP5	NA	c
E.FABP(C20)_GBL9008585	MDACC	EFABP	FABP5	NA	c
EGF5(KIF11)_GBL9008541	MDACC	EGF5	KIF11	NA	c
EGFR.R.C_GBL9026210	MDACC	EGFR	EGFR	NA	c
EGFR	MSKCC	EGFR	EGFR	NA	c
EGFR_RS00273504	MDACC	EGFR	EGFR	NA	c
EGFR_RS00275853 (better)	MDACC	EGFR	EGFR	NA	c
EGFR_RS00276022	MDACC	EGFR	EGFR	NA	c
EGFR.R.V_GBL1033837	MDACC	EGFR	EGFR	NA	c
EGFR.R.V_GBL1113288	MDACC	EGFR	EGFR	NA	c
EGFR.R.V_GBL1114956	MDACC	EGFR	EGFR	NA	c
EGFR.R.C_GBL.9013844	MDACC	EGFR	EGFR	NA	c
EGFR(V)_GBL9007922	MDACC	EGFR	EGFR	NA	c
EGFR (phospho.Tyr1068)	MSKCC	EGFR_pY1068	EGFR	Y1068	a
EGFR (phospho.Tyr1173)	MSKCC	EGFR_pY1173	EGFR	Y1173	a
EGFR.CST2232..R.C_GBL9026334	MDACC	EGFRCST2232	EGFR	NA	c
EGFR_pY1068.R.V_GBL9026211	MDACC	EGFRpY1068	EGFR	Y1068|Y1069	a
EGFR_pY1068.R.C_GBL1033694	MDACC	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1068.R.C_GBL1113184	MDACC	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1068.R.C_GBL1114872	MDACC	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1068.R.V_GBL.9013845	MDACC	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1173.R.C_GBL9026212	MDACC	EGFRpY1173	EGFR	Y1173|Y1172	a
EGFR_pY1173_RS00273724	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173_RS00275851	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.V_GBL1033695	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.V_GBL1113185	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.V_GBL1114874	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.C_GBL.9013846	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173(C)_GBL9007923	MDACC	EGFRpY1173	EGFR	Y1173	a
EGFR_pY992.R.V_GBL9026213	MDACC	EGFRpY992	EGFR	Y992|Y998	a
EGFR_pY992_RS00273506 (weak to ok)	MDACC	EGFRpY992	EGFR	Y992	a
EGFR_pY992_RS00276023	MDACC	EGFRpY992	EGFR	Y992	a
eIF2 alpha (phospho.Ser51)	MSKCC	eIF2a_pS51	EIF2S1	S51	i
eIF2A_pS51_GBL9008379	MDACC	eIF2ApS51	EIF2S1	S51	i
eIF4E.R.V_GBL9026214	MDACC	eIF4E	EIF4E	NA	c
eIF4E.R.V_GBL1033734	MDACC	eIF4E	EIF4E	NA	c
eIF4E.R.V_GBL1113225	MDACC	eIF4E	EIF4E	NA	c
eIF4E.R.V_GBL1114911	MDACC	eIF4E	EIF4E	NA	c
eIF4E.R.V_GBL.9013848	MDACC	eIF4E	EIF4E	NA	c
eIF4E(V)_GBL9007926	MDACC	eIF4E	EIF4E	NA	c
eIF4G.R.C_GBL1033840	MDACC	eIF4G	EIF4G1	NA	c
eIF4G.R.C_GBL1113291	MDACC	eIF4G	EIF4G1	NA	c
eIF4G.R.C_GBL1114957	MDACC	eIF4G	EIF4G1	NA	c
elF4E_RS00269169	MDACC	elF4E	ELF4E	NA	c
elF4E_RS00275829	MDACC	elF4E	ELF4E	NA	c
ELK1_pS38(C)_GBL9007927	MDACC	ELK1pS38	ELK1	S38	a
Elk1_pS383.wR.C_GBL1115234	MDACC	Elk1pS383	ELK1	S383	a
ER.R.V_GBL1115017	MDACC	ER	ESR1	NA	c
ER(SP1)_GBL9008352	MDACC	ER	ESR1	NA	c
ER.alpha.R.V_GBL9026215	MDACC	ERa	ESR1	NA	c
ER.alpha.R.V_GBL1033879	MDACC	ERalpha	ESR1	NA	c
ER.alpha.R.V_GBL1113339	MDACC	ERalpha	ESR1	NA	c
ER.alpha.R.V_GBL.9013849	MDACC	ERalpha	ESR1	NA	c
ER.alpha_pS118.R.V_GBL1033794	MDACC	ERalphapS118	ESR1	S118	a
ER.alpha_pS118.R.V_GBL1113187	MDACC	ERalphapS118	ESR1	S118	a
ER.alpha_pS118.R.V_GBL.9013850	MDACC	ERalphapS118	ESR1	S118	a
ER.alpha_pS118.R.V_GBL9026217	MDACC	ERapS118	ESR1	S118	a
ERa_pS118_RS00273723	MDACC	ERapS118	ESR1	S118	a
ERa_pS118(V)_GBL9008314	MDACC	ERapS118	ESR1	S118	a
ERa_pS167_GBL9007929	MDACC	ERapS167	ESR1	S167	a
ERCC1.M.C_GBL9026309	MDACC	ERCC1	ERCC1	NA	c
ERCC1.M.V_GBL1033939	MDACC	ERCC1	ERCC1	NA	c
ERCC1.M.V_GBL1113403	MDACC	ERCC1	ERCC1	NA	c
ERCC1.M.V_GBL1115089	MDACC	ERCC1	ERCC1	NA	c
ERCC1.M.C_GBL.9012886	MDACC	ERCC1	ERCC1	NA	c
ERCC5.R.C_GBL1115000	MDACC	ERCC5	ERCC5	NA	c
Erg.1_2_3_GBL9008544	MDACC	Erg123	ERG1	NA	c
Erg.1_2_3_GBL9008544	MDACC	Erg123	ERG2	NA	c
Erg.1_2_3_GBL9008544	MDACC	Erg123	ERG3	NA	c
p44/42 MAPK (ERK1/2)	MSKCC	ERK1	MAPK3	NA	c
p44/42 MAPK (Erk1/2) (phospho.Thr202/Thr185,Tyr204/Tyr187))	MSKCC	Erk1_pT202_p185	MAPK3	T202|T185	a
p44/42 MAPK (ERK1/2)	MSKCC	ERK2	MAPK1	NA	c
ERK2_RS00269179	MDACC	ERK2	MAPK1	NA	c
ERK2_RS00276601 (with 1 line)	MDACC	ERK2	MAPK1	NA	c
p44/42 MAPK (Erk1/2) (phospho.Thr202/Thr185,Tyr204/Tyr187))	MSKCC	Erk2_pT204_p187	MAPK1	T204|T187	a
