"AntibodyLabel"	"Source"	"NodeName"	"Gene_Symbol"	"Sites"	"Effect"
"275"	"ATP_SYNTHASE_SUBUNIT_D"	"MDACC"	"ATP5PD"	"ATP5PD"	NA	"c"
"276"	"ATP5A.M.C_GBL1115060"	"MDACC"	"ATP5A"	"ATP5A1"	NA	"c"
"277"	"ATP5H.M.C_GBL1033913"	"MDACC"	"ATP5H"	"ATP5H"	NA	"c"
"278"	"ATP5H.M.C_GBL1113414"	"MDACC"	"ATP5H"	"ATP5H"	NA	"c"
"279"	"ATP5H.M.C_GBL1115057"	"MDACC"	"ATP5H"	"ATP5H"	NA	"c"
"280"	"ATR"	"MDACC"	"ATR"	"ATR"	NA	"c"
"281"	"ATR_GBL9008404"	"MDACC"	"ATR"	"ATR"	NA	"c"
"282"	"ATR_PS428"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"283"	"ATR_pS428"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"284"	"ATR_pS428_GBL9008405"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"285"	"ATR_pS428_RS00275794"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"286"	"ATR_RS00276594"	"MDACC"	"ATR"	"ATR"	NA	"c"
"287"	"ATR.R.C_GBL1033779"	"MDACC"	"ATR"	"ATR"	NA	"c"
"288"	"ATR.R.C_GBL1113256"	"MDACC"	"ATR"	"ATR"	NA	"c"
"289"	"ATR.wR.C_GBL1115116"	"MDACC"	"ATR"	"ATR"	NA	"c"
"290"	"ATRIP"	"MDACC"	"ATRIP"	"ATRIP"	NA	"c"
"291"	"ATRIP_GBL9008406"	"MDACC"	"ATRIP"	"ATRIP"	NA	"c"
"292"	"ATRIP_RS00275795"	"MDACC"	"ATRIP"	"ATRIP"	NA	"c"
"293"	"Aurora A (phospho.Thr288)"	"MSKCC"	"AuroraA_pT288"	"AURKA"	"T288"	"a"
"294"	"Aurora.B"	"MDACC"	"AuroraB"	"AURKB"	NA	"c"
"295"	"Aurora.B.wR.V_GBL1115238"	"MDACC"	"AuroraB"	"AURKB"	NA	"c"
"296"	"Axl"	"MDACC"	"AXL"	"AXL"	NA	"c"
"297"	"b.Actin"	"MSKCC"	"b.Actin"	"AURKB"	NA	"c"
"298"	"b.Actin"	"MSKCC"	"b.Actin"	"AURKB"	NA	"c"
"299"	"b.Actin.R.C_GBL1115228"	"MDACC"	"bActin"	"AURKA"	NA	"c"
"300"	"B7.H4"	"MDACC"	"VTCN1"	"VTCN1"	NA	"c"
"301"	"B.Catenin_pS33"	"MDACC"	"BCateninpS33"	"CTNNB1"	"S33"	"i"
"302"	"b.Catenin_pS33_C"	"MDACC"	"BCateninpS33"	"CTNNB1"	"S33"	"i"
"303"	"B.Catenin_pS33_RS00273497"	"MDACC"	"BCateninpS33"	"CTNNB1"	"S33"	"i"
"304"	"b.Catenin_pT41_S45"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"305"	"b.Catenin_pT41_S45.R.V_GBL1033855"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"306"	"b.Catenin_pT41_S45.R.V_GBL1113316"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"307"	"b.Catenin_pT41_S45.wR.V_GBL1115129"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"308"	"B.Catenin_RS00273592"	"MDACC"	"BCatenin"	"CTNNB1"	NA	"c"
"309"	"B.Catenin_RS00275590"	"MDACC"	"BCatenin"	"CTNNB1"	NA	"c"
"310"	"b.Catenin"	"MDACC"	"BCatenin"	"CTNNB1"	NA	"c"
"311"	"B.Catenin"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"312"	"b.Catenin_V"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"313"	"b.Catenin.R.V_GBL1033680"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"314"	"b.Catenin.R.V_GBL1113159"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"315"	"b.Catenin.R.V_GBL1114862"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"316"	"b.Catenin(V)_GBL9008600"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"317"	"B.Raf_pS445"	"MDACC"	"bRAFpS445"	"BRAF"	"S445"	"a"
"318"	"b.RAF_pS445"	"MDACC"	"bRAFpS445"	"BRAF"	"S445"	"a"
"319"	"b.RAF_pS445_GBL9008382"	"MDACC"	"bRAFpS445"	"BRAF"	"S445"	"a"
"320"	"B.Raf_pS445.R.V_GBL1033685"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"321"	"B.Raf_pS445.R.V_GBL1113180"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"322"	"B.Raf_pS445.R.V_GBL1114878"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"323"	"B.Raf.M.C_GBL1033932"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"324"	"B.Raf.M.C_GBL1113382"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"325"	"B.Raf.M.DNU"	"MDACC"	"BRafMDNU"	"BRAF"	NA	"c"
"326"	"B.Raf.M.DNU_GBL.9012898"	"MDACC"	"BRafMDNU"	"BRAF"	NA	"c"
"327"	"B.Raf.M.DNU_GBL.9014280"	"MDACC"	"BRafMDNU"	"BRAF"	NA	"c"
"328"	"B.Raf"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"329"	"B.Raf"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"330"	"B.Raf.R.V_GBL1114864"	"MDACC"	"BRaf"	"BRAF"	NA	"c"
"331"	"b.RAF(mouse)_GBL9008385"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"332"	"b.RAF(mouse)(V)_GBL9007887"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"333"	"BAD_P90RSK_PT359_S363"	"MDACC"	NA	NA	NA	"c"
"334"	"Bad (phospho.Ser112)"	"MSKCC"	"Bad_pS112"	"BAD"	"S112"	"i"
"335"	"BAD_PS112"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"336"	"Bad_pS112"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"337"	"BAD_pS112_C"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"338"	"Bad_pS112.R.V_GBL1033677"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"339"	"Bad_pS112.R.V_GBL1113156"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"340"	"Bad_pS112.R.V_GBL1114860"	"MDACC"	"BadpS112"	"BAD"	"S112"	"a"
"341"	"Bad_pS112.R.V_GBL9026336"	"MDACC"	"BadpS112"	"BAD"	"S112|S118"	"a"
"342"	"BAD_pS112"	"MDACC"	"BADpS112"	"BAD"	"S112"	"a"
"343"	"BAD_pS112(C)_GBL9007892"	"MDACC"	"BADpS112"	"BAD"	"S112"	"a"
"344"	"BAK_C"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"345"	"Bak.R.C_GBL.9013815"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"346"	"Bak.R.C_GBL1033678"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"347"	"BAK"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"348"	"Bak"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"349"	"Bak.R.C_GBL1113416"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"350"	"Bak.R.C_GBL9026182"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"351"	"Bak.wR.C_GBL1115097"	"MDACC"	"Bak"	"BAK1"	NA	"c"
"352"	"BAK(C)_GBL9007893"	"MDACC"	"BAK"	"BAK1"	NA	"c"
"353"	"BAP1"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"354"	"BAP1.M.V_GBL1033930"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"355"	"BAP1.M.V_GBL1113396"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"356"	"BAP1.M.V_GBL1115082"	"MDACC"	"BAP1"	"BAP1"	NA	"c"
"357"	"BAX"	"MSKCC"	"Bax"	"BAX"	NA	"c"
"358"	"Bax"	"MSKCC"	"Bax"	"BAX"	NA	"c"
"359"	"BAX_C"	"MDACC"	"Bax"	"BAX"	NA	"c"
"360"	"Bax.R.V_GBL.9013816"	"MDACC"	"Bax"	"BAX"	NA	"c"
"361"	"Bax.R.V_GBL1033679"	"MDACC"	"Bax"	"BAX"	NA	"c"
"362"	"Bax.R.V_GBL1113158"	"MDACC"	"Bax"	"BAX"	NA	"c"
"363"	"Bax.R.V_GBL1114861"	"MDACC"	"Bax"	"BAX"	NA	"c"
"364"	"Bax.R.V_GBL9026183"	"MDACC"	"Bax"	"BAX"	NA	"c"
"365"	"BAX(C)_GBL9007894"	"MDACC"	"BAX"	"BAX"	NA	"c"
"366"	"BCl2"	"MSKCC"	"Bcl2"	"BCL2"	NA	"c"
"367"	"BCL2"	"MSKCC"	"Bcl2"	"BCL2"	NA	"c"
"368"	"Bcl.2"	"MSKCC"	"Bcl2"	"BCL2"	NA	"c"
"369"	"Bcl.2.M.V_GBL.9012878"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"370"	"Bcl.2.M.V_GBL9026303"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"371"	"BCL2_PS70"	"MDACC"	"Bcl2_pS70"	"BCL2"	"S70"	"i"
"372"	"BCl.X"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"373"	"Bcl.X"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"374"	"Bcl.X.R.C_GBL9026338"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"375"	"Bcl.X.R.V_GBL.9012872"	"MDACC"	"BclX"	"BCL2L1"	NA	"c"
"376"	"BCl.X(C)_GBL9007895"	"MDACC"	"BClX"	"BCL2L1"	NA	"c"
"377"	"BCLXL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"378"	"BCl.XL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"379"	"BCL.XL_C"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"380"	"Bcl.xL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"381"	"Bcl.xL"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"382"	"Bcl.xL.R.V_GBL.9013819"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"383"	"Bcl.xL.R.V_GBL1033682"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"384"	"Bcl.xL.R.V_GBL1113160"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"385"	"Bcl.xL.R.V_GBL9026339"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"386"	"Bcl.xL.wR.V_GBL1115099"	"MDACC"	"BclxL"	"BCL2L1"	NA	"c"
"387"	"BCl.XL(C)_GBL9007896"	"MDACC"	"BClXL"	"BCL2L1"	NA	"c"
"388"	"Bcl2"	"MDACC"	"BCL2"	"BCL2"	NA	"c"
"389"	"BCL2_C"	"MDACC"	"BCL2"	"BCL2"	NA	"c"
"390"	"BCl2_pS70"	"MDACC"	"BCl2pS70"	"BCL2"	"S70"	"a"
"391"	"BCl2_pS70_GBL9008319"	"MDACC"	"BCl2pS70"	"BCL2"	"S70"	"a"
"392"	"BCL2_RS00273415 (MOUSE)"	"MDACC"	"BCL2"	"BCL2"	NA	"c"
"393"	"BCl2_RS00276603 (mouse)"	"MDACC"	"BCl2"	"BCL2"	NA	"c"
"394"	"Bcl2.M.V_GBL1033931"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"395"	"Bcl2.M.V_GBL1113381"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"396"	"Bcl2.M.V_GBL1115070"	"MDACC"	"Bcl2"	"BCL2"	NA	"c"
"397"	"Bcl2.R.S_GBL1113364"	"MDACC"	"Bcl2RS"	"BCL2RS"	NA	"c"
"398"	"BCl2(C)_GBL9007916"	"MDACC"	"BCl2"	"BCL2"	NA	"c"
"399"	"BCl2(mouse)(V)_GBL9007872"	"MDACC"	"BCl2"	"BCL2"	NA	"c"
"400"	"Bcl2A1.R.V_GBL1114992"	"MDACC"	"Bcl2A1"	"BCL2A1"	NA	"c"
"401"	"BECLIN"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"402"	"Beclin"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"403"	"Beclin.G.C_GBL1033953"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"404"	"Beclin.G.C_GBL1113406"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"405"	"Beclin.G.C_GBL1115093"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"406"	"Beclin.G.V_GBL.9014285"	"MDACC"	"Beclin"	"BECN1"	NA	"c"
"407"	"Beclin.G.V_GBL9026330"	"MDACC"	"Beclin"	"BCL2L1"	NA	"c"
"408"	"BETACATENIN"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"409"	"b.Catenin"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"410"	"B.Catenin"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"411"	"BETACATENIN_PS33"	"MSKCC"	"bCatenin_pS33"	"CTNNB1"	"S33"	"i"
"412"	"beta.Catenin"	"MSKCC"	"bCatenin"	"CTNNB1"	NA	"c"
"413"	"beta.Catenin.R.V_GBL.9013817"	"MDACC"	"betaCatenin"	"CTNNB1"	NA	"c"
"414"	"beta.Catenin.R.V_GBL.9013828"	"MDACC"	"betaCatenin"	"CTNNB1"	NA	"c"
"415"	"beta.Catenin.R.V_GBL9026194"	"MDACC"	"bCatenin"	"CTNNB1"	NA	"c"
"416"	"BID"	"MSKCC"	"Bid"	"BID"	NA	"c"
"417"	"Bid"	"MSKCC"	"Bid"	"BID"	NA	"c"
"418"	"BID_C"	"MDACC"	"Bid"	"BID"	NA	"c"
"419"	"Bid.R.C_GBL.9013820"	"MDACC"	"Bid"	"BID"	NA	"c"
"420"	"Bid.R.C_GBL1033683"	"MDACC"	"Bid"	"BID"	NA	"c"
"421"	"Bid.R.C_GBL1113161"	"MDACC"	"Bid"	"BID"	NA	"c"
"422"	"Bid.R.C_GBL9026340"	"MDACC"	"Bid"	"BID"	NA	"c"
"423"	"Bid.wR.C_GBL1115100"	"MDACC"	"Bid"	"BID"	NA	"c"
"424"	"BIM"	"MSKCC"	"Bim"	"BCL2L11"	NA	"c"
"425"	"Bim"	"MSKCC"	"Bim"	"BCL2L11"	NA	"c"
"426"	"BIM_RS00273727"	"MDACC"	"BIM"	"BCL2L11"	NA	"c"
"427"	"BIM_RS00276021"	"MDACC"	"BIM"	"BCL2L11"	NA	"c"
"428"	"BIM_V"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"429"	"Bim.R.V_GBL.9013821"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"430"	"Bim.R.V_GBL1033684"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"431"	"Bim.R.V_GBL1113162"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"432"	"Bim.R.V_GBL1114863"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"433"	"Bim.R.V_GBL9026351"	"MDACC"	"Bim"	"BCL2L11"	NA	"c"
"434"	"BIM(V))_GBL9008601"	"MDACC"	"BIM"	"BCL2L11"	NA	"c"
"435"	"BIP"	"MDACC"	"BIP1"	"BIP1"	NA	"c"
"436"	"BiP.GRP78"	"MDACC"	"GRP78"	"GRP78"	NA	"c"
"437"	"BOP1"	"MDACC"	"BOP1"	"BOP1"	NA	"c"
"438"	"BOP1(N16)_GBL9008583"	"MDACC"	"BOP1"	"BOP1"	NA	"c"
"439"	"BRAF"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"440"	"bRAF_mouse"	"MDACC"	"bRAF"	"BRAF"	NA	"c"
"441"	"BRAF_PS445"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"442"	"bRAF_pS445"	"MDACC"	"BRafpS445"	"BRAF"	"S445"	"a"
"443"	"BRCA1"	"MDACC"	"BRCA1"	"BRCA1"	NA	"c"
"444"	"BRCA1_RS00273571"	"MDACC"	"BRCA1"	"BRCA1"	NA	"c"
"445"	"BRCA2"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"446"	"BRCA2_RS00275700"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"447"	"BRCA2.R.C_GBL1033740"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"448"	"BRCA2.R.C_GBL1113231"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"449"	"BRCA2(C )_GBL9008400"	"MDACC"	"BRCA2"	"BRCA2"	NA	"c"
"450"	"BRD4"	"MDACC"	"BRD4"	"BRD4"	NA	"c"
"451"	"CASEIN_KINASE"	"MDACC"	"CSNK1"	"CSNK1"	NA	"c"
"452"	"CASEIN_KINASE1_EPSILLON"	"MDACC"	"CSNK1E"	"CSNK1E"	NA	"c"
"453"	"c.Abl"	"MDACC"	"cAbl"	"ABL1"	NA	"c"
"454"	"c.Abl.R.V_GBL1115011"	"MDACC"	"cAbl"	"ABL1"	NA	"c"
"455"	"c.Jun (phospho.Ser73)"	"MSKCC"	"cJun_pS73"	"JUN"	"S73"	"a"
"456"	"c.Jun_pS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"457"	"c.Jun_pS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"458"	"CJUN_PS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"459"	"c.JUN_pS73"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"460"	"c.JUN_pS73_RS00273490"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"461"	"c.JUN_pS73_RS00275861"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"462"	"c.Jun_pS73.R.C_GBL.9013865"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"463"	"c.Jun_pS73.R.C_GBL9026231"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"464"	"c.Jun_pS73.R.V_GBL1033689"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"465"	"c.Jun_pS73.R.V_GBL1113167"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"466"	"c.Jun_pS73.wR.V_GBL1115101"	"MDACC"	"cJunpS73"	"JUN"	"S73"	"a"
"467"	"c.JUN_pS73(C)_GBL9007937"	"MDACC"	"cJUNpS73"	"JUN"	"S73"	"a"
"468"	"CJUN"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"469"	"c.JUN"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"470"	"c.JUN_RS00273491"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"471"	"c.JUN_RS00275862"	"MDACC"	"cJUN"	"JUN"	NA	"c"
"472"	"c.KIT_RS00273426"	"MDACC"	"cKIT"	"KIT"	NA	"c"
"473"	"c.KIT_RS00276024"	"MDACC"	"cKIT"	"KIT"	NA	"c"
"474"	"CKIT"	"MDACC"	"cKit"	"KIT"	NA	"c"
"475"	"c.Kit"	"MDACC"	"cKit"	"KIT"	NA	"c"
"476"	"c.KIT"	"MDACC"	"cKit"	"KIT"	NA	"c"
"477"	"c.Kit"	"MDACC"	"cKit"	"KIT"	NA	"c"
"478"	"c.KIT_V"	"MDACC"	"cKit"	"KIT"	NA	"c"
"479"	"c.Kit.R.V_GBL.9013866"	"MDACC"	"cKit"	"KIT"	NA	"c"
"480"	"c.Kit.R.V_GBL1033690"	"MDACC"	"cKit"	"KIT"	NA	"c"
"481"	"c.Kit.R.V_GBL1113181"	"MDACC"	"cKit"	"KIT"	NA	"c"
"482"	"c.Kit.R.V_GBL9026344"	"MDACC"	"cKit"	"KIT"	NA	"c"
"483"	"c.Kit.wR.V_GBL1115102"	"MDACC"	"cKit"	"KIT"	NA	"c"
"484"	"c.KIT(V)_GBL9007931"	"MDACC"	"cKIT"	"KIT"	NA	"c"
"485"	"c.Met_pY1234_Y1235.R.V_GBL1033735"	"MDACC"	"cMetpY1234Y1235"	"MET"	"Y1234|Y1235"	"a"
"486"	"c.Met_pY1234_Y1235.R.V_GBL1113226"	"MDACC"	"cMetpY1234Y1235"	"MET"	"Y1234|Y1235"	"a"
"487"	"c.Met_pY1234_Y1235.R.V_GBL1114912"	"MDACC"	"cMetpY1234Y1235"	"MET"	"Y1234|Y1235"	"a"
"488"	"c.Met_pY1235"	"MDACC"	"cMetpY1235"	"MET"	"Y1235"	"a"
"489"	"c.Met_pY1235.R.C_GBL.9013872"	"MDACC"	"cMetpY1235"	"MET"	"Y1235"	"a"
"490"	"c.Met_pY1235.R.C_GBL9026236"	"MDACC"	"cMetpY1235"	"MET"	"Y1235"	"a"
"491"	"c.Met"	"MDACC"	"cMet"	"MET"	NA	"c"
"492"	"c.Met.M.C_GBL.9012891"	"MDACC"	"cMet"	"MET"	NA	"c"
"493"	"c.Met.M.C_GBL9026314"	"MDACC"	"cMet"	"MET"	NA	"c"
"494"	"c.Met.M.Q_GBL1115169"	"MDACC"	"cMet"	"MET"	NA	"c"
"495"	"c.Met.M.QC_GBL1033899"	"MDACC"	"cMet"	"MET"	NA	"c"
"496"	"c.Met.M.QC_GBL1113359"	"MDACC"	"cMet"	"MET"	NA	"c"
"497"	"CMYC"	"MSKCC"	"cMyc"	"MYC"	NA	"c"
"498"	"c.Myc"	"MSKCC"	"cMyc"	"MYC"	NA	"c"
"499"	"c.Myc"	"MSKCC"	"cMyc"	"MYC"	NA	"c"
"500"	"c.Myc (phospho.Thr58,Ser62)"	"MSKCC"	"cMyc_pT58"	"MYC"	"T58|S62"	"i"
"501"	"c.Myc_GBL9008327"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"502"	"CMYC_PT58"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"503"	"c.Myc_pT58"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"504"	"c.Myc_pT58_GBL9008547"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"505"	"c.Myc_pT58_RS00275705"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"506"	"c.Myc_RS00267485"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"507"	"c.Myc_RS00275704"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"508"	"c.Myc.R.C_GBL.9013875"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"509"	"c.Myc.R.C_GBL1033885"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"510"	"c.Myc.R.C_GBL1113345"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"511"	"c.Myc.R.C_GBL1115025"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"512"	"c.Myc.R.C_GBL9026241"	"MDACC"	"cMyc"	"MYC"	NA	"c"
"513"	"c.RAF_pS338_GBL9008390"	"MDACC"	"cRAFpS338"	"RAF1"	"S338"	"a"
"514"	"C.Raf_pS338"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"515"	"C.Raf_pS338"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"516"	"C.Raf_pS338.R.C_GBL.9013909"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"517"	"C.Raf_pS338.R.C_GBL9026279"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"518"	"C.Raf_pS338.R.V_GBL1033691"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"519"	"C.Raf_pS338.R.V_GBL1113169"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"520"	"C.Raf_pS338.R.V_GBL1114870"	"MDACC"	"CRafpS338"	"RAF1"	"S338"	"a"
"521"	"c.RAF_RS00275585"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"522"	"C.Raf"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"523"	"C.Raf"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"524"	"c.RAF"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"525"	"cRAF"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"526"	"C.Raf.R.V_GBL.9013897"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"527"	"C.Raf.R.V_GBL1033856"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"528"	"C.Raf.R.V_GBL1113317"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"529"	"C.Raf.R.V_GBL1114976"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"530"	"C.Raf.R.V_GBL9026278"	"MDACC"	"CRaf"	"RAF1"	NA	"c"
"531"	"c.RAF(V)_GBL9007917"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"532"	"c.RAF(V)_GBL9008520"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"533"	"CaseinKinase.1_Epsillon"	"MDACC"	"Casein Kinase 1Epsillon"	"CSNK1E"	NA	"c"
"534"	"Casein Kinase 1.Epsillon(mouse)_GBL9008363"	"MDACC"	"Casein Kinase 1Epsillon"	"CSNK1E"	NA	"c"
"535"	"CaseinKinase_mouse"	"MDACC"	"Casein Kinase 1Epsillon"	"CSNK1E"	NA	"c"
"536"	"CASK"	"MDACC"	"CASK"	"CASK"	NA	"c"
"537"	"CASK(mouse)_GBL9008353"	"MDACC"	"CASK"	"CASK"	NA	"c"
"538"	"Caspase 3 (cleaved.Asp175)"	"MSKCC"	"Caspase3(cleavedAsp175)"	"CASP3"	NA	"a"
"539"	"CASPASE3"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"540"	"Caspase.3"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"541"	"Caspase.3"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"542"	"Caspase.3_RS00273572"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"543"	"Caspase 3_RS00273572"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"544"	"Caspase 3_RS00275709 (better)"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"545"	"Caspase 3_RS00275860"	"MDACC"	"Caspase 3"	"CASP3"	NA	"c"
"546"	"CASPASE7"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"547"	"Caspase.7"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"548"	"Caspase.7_RS00273726"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"549"	"Caspase 7_RS00273726"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"550"	"Caspase 7_RS00275470"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"551"	"Caspase 7_RS00276020"	"MDACC"	"Caspase 7"	"CASP7"	NA	"c"
"552"	"Caspase.7.cleaved"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"553"	"Caspase_7_Cleaved_C"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"554"	"Caspase.8"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"555"	"Caspase_8_mouse"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"556"	"Caspase_9"	"MDACC"	"Caspase9"	"CASP9"	NA	"c"
"557"	"Caspase_9_clv_Asp315"	"MDACC"	"Caspase9cleavedD315"	"CASP9"	NA	"a"
"558"	"Caspase_9_clv_Asp330"	"MDACC"	"Caspase9cleavedD330"	"CASP9"	NA	"a"
