ID1	ID2	Symbols	Sites	Effect
Chk1_pS345.R.C_GBL.9013832	Chk1pS345	CHEK1	S345	a
Chk2.M.C_GBL9026306	Chk2	CHEK2		c
CHK2_RS00276382 (mouse)	CHK2	CHEK2		c
Chk2.M.V_GBL1033889	Chk2	CHEK2		c
Chk2.M.V_GBL1113349	Chk2	CHEK2		c
Chk2.M.V_GBL1115031	Chk2	CHEK2		c
Chk2.M.C_GBL.9012884	Chk2	CHEK2		c
CHK2(mouse)_GBL9007870	CHK2	CHEK2		c
CHK2(mouse)_GBL9008539	CHK2	CHEK2		c
Chk2 (phospho.Thr68)	Chk2_pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL9026199	Chk2pT68	CHEK2	T68	a
CHK2_pT68_GBL9008608	CHK2pT68	CHEK2	T68	a
CHK2_pT68_RS00275798	CHK2pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL1033688	Chk2pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL1113166	Chk2pT68	CHEK2	T68	a
Chk2_pT68.R.C_GBL1114869	Chk2pT68	CHEK2	T68	a
cIAP.R.V_GBL9026200	cIAP	BIRC2		c
cIAP.R.V_GBL.9013834	cIAP	BIRC2		c
CIAP.1_GBL9008378	CIAP1	BIRC2		c
p21.R.C_GBL9026247	CIP1/p21	CDKN1A		c
c.JUN_RS00273491	cJUN	JUN		c
c.JUN_RS00275862	cJUN	JUN		c
c.Jun (phospho.Ser73)	cJun_pS73	JUN	S73	a
c.Jun_pS73.R.C_GBL9026231	cJunpS73	JUN	S73	a
c.JUN_pS73_RS00273490	cJUNpS73	JUN	S73	a
c.JUN_pS73_RS00275861	cJUNpS73	JUN	S73	a
c.Jun_pS73.R.V_GBL1033689	cJunpS73	JUN	S73	a
c.Jun_pS73.R.V_GBL1113167	cJunpS73	JUN	S73	a
c.Jun_pS73.wR.V_GBL1115101	cJunpS73	JUN	S73	a
c.JUN_pS73(C)_GBL9007937	cJUNpS73	JUN	S73	a
c.Jun_pS73.R.C_GBL.9013865	cJunpS73	JUN	S73	a
c.Kit.R.V_GBL9026344	cKit	KIT		c
c.KIT_RS00273426	cKIT	KIT		c
c.KIT_RS00276024	cKIT	KIT		c
c.Kit.R.V_GBL1033690	cKit	KIT		c
c.Kit.R.V_GBL1113181	cKit	KIT		c
c.Kit.wR.V_GBL1115102	cKit	KIT		c
c.KIT(V)_GBL9007931	cKIT	KIT		c
c.Kit.R.V_GBL.9013866	cKit	KIT		c
Claudin.7.R.V_GBL9026201	Claudin7	CLDN7		c
Claudin.7.R.V_GBL1033773	Claudin7	CLDN7		c
Claudin.7.R.V_GBL1113250	Claudin7	CLDN7		c
Claudin.7.R.V_GBL1114927	Claudin7	CLDN7		c
Claudin.7.R.V_GBL.9013835	Claudin7	CLDN7		c
c.Met.M.C_GBL9026314	cMet	MET		c
c.Met.M.Q_GBL1115169	cMet	MET		c
c.Met.M.QC_GBL1033899	cMet	MET		c
c.Met.M.QC_GBL1113359	cMet	MET		c
c.Met.M.C_GBL.9012891	cMet	MET		c
c.Met_pY1234_Y1235.R.V_GBL1033735	cMetpY1234Y1235	MET	Y1234|Y1235	a
c.Met_pY1234_Y1235.R.V_GBL1113226	cMetpY1234Y1235	MET	Y1234|Y1235	a
c.Met_pY1234_Y1235.R.V_GBL1114912	cMetpY1234Y1235	MET	Y1234|Y1235	a
c.Met_pY1235.R.C_GBL9026236	cMetpY1235	MET	Y1235	a
c.Met_pY1235.R.C_GBL.9013872	cMetpY1235	MET	Y1235	a
c.Myc	cMyc	MYC		c
c.Myc.R.C_GBL9026241	cMyc	MYC		c
c.Myc_GBL9008327	cMyc	MYC		c
c.Myc_RS00267485	cMyc	MYC		c
c.Myc_RS00275704	cMyc	MYC		c
c.Myc.R.C_GBL1033885	cMyc	MYC		c
c.Myc.R.C_GBL1113345	cMyc	MYC		c
c.Myc.R.C_GBL1115025	cMyc	MYC		c
c.Myc.R.C_GBL.9013875	cMyc	MYC		c
c.Myc (phospho.Thr58,Ser62)	cMyc_pT58	MYC	T58|S62	i
c.Myc_pT58_GBL9008547	cMycpT58	MYC	T58	i
c.Myc_pT58_RS00275705	cMycpT58	MYC	T58	i
cMyc_pT58_RS00273763	cMycpT58	MYC	T58	i
Cofilin_GBL9008368	Cofilin	CFL1		c
Cofilin_pS3(V)_GBL9008339	CofilinpS3	CFL1	S3	i
Collagen VI_RS00273498 ( smear bgd)	Collagen VI	COL6A1		c
Collagen VI_RS00275868	Collagen VI	COL6A1		c
Collagen VI(V)_GBL9007919	Collagen VI	COL6A1		c
Collagen_VI.R.V_GBL9026202	CollagenVI	COL6A1		c
Collagen_VI.R.V_GBL.9013836	CollagenVI	COL6A1		c
Collagen.VI.R.V_GBL1033877	CollagenVI	COL6A1		c
Collagen.VI.R.V_GBL1113337	CollagenVI	COL6A1		c
Collagen.VI.R.V_GBL1115015	CollagenVI	COL6A1		c
Complex.II.Subunit.M.V_GBL1033934	ComplexIISubunit	SDHA		c
Complex.II.Subunit.M.V_GBL1113391	ComplexIISubunit	SDHA		c
Complex.II.Subunit.M.V_GBL1115078	ComplexIISubunit	SDHA		c
Complex.II.Subunit.M.V_GBL1033934	ComplexIISubunit	SDHB		c
Complex.II.Subunit.M.V_GBL1113391	ComplexIISubunit	SDHB		c
Complex.II.Subunit.M.V_GBL1115078	ComplexIISubunit	SDHB		c
Complex.II.Subunit.M.V_GBL1033934	ComplexIISubunit	SDHC		c
Complex.II.Subunit.M.V_GBL1113391	ComplexIISubunit	SDHC		c
Complex.II.Subunit.M.V_GBL1115078	ComplexIISubunit	SDHC		c
Complex.II.Subunit.M.V_GBL1033934	ComplexIISubunit	SDHD		c
Complex.II.Subunit.M.V_GBL1113391	ComplexIISubunit	SDHD		c
Complex.II.Subunit.M.V_GBL1115078	ComplexIISubunit	SDHd		c
Connexin.43.R.C_GBL1115232	Connexin43	GJA1		c
Coup.TFII.R.C_GBL1115233	NR2F2	COUPTFII		c
COX.2.R.C_GBL9026203	COX2	PTGS2		c
COX.2.R.C_GBL.9013837	COX2	PTGS2		c
COX2_RS00273495	COX2	PTGS2		c
COX2_RS00275867	COX2	PTGS2		c
Cox2.R.C_GBL1033859	Cox2	PTGS2		c
Cox2.R.C_GBL1113320	Cox2	PTGS2		c
Cox2.R.C_GBL1114979	Cox2	PTGS2		c
COX2(C )_GBL9008399	COX2	PTGS2		c
Cox.IV.M.C_GBL1033935	CoxIV	COX4I1		c
Cox.IV.M.C_GBL1113397	CoxIV	COX4I1		c
Cox.IV.M.C_GBL1115175	CoxIV	COX4I1		c
C.Raf.R.V_GBL9026278	CRaf	RAF1		c
c.RAF_RS00275585	cRAF	RAF1		c
C.Raf.R.V_GBL1033856	CRaf	RAF1		c
C.Raf.R.V_GBL1113317	CRaf	RAF1		c
C.Raf.R.V_GBL1114976	CRaf	RAF1		c
c.RAF(V)_GBL9007917	cRAF	RAF1		c
c.RAF(V)_GBL9008520	cRAF	RAF1		c
C.Raf.R.V_GBL.9013897	CRaf	RAF1		c
cRAF_RS00273714	cRAF	RAF1		c
C.Raf_pS338.R.C_GBL9026279	CRafpS338	RAF1	S338	a
c.RAF_pS338_GBL9008390	cRAFpS338	RAF1	S338	a
C.Raf_pS338.R.V_GBL1033691	CRafpS338	RAF1	S338	a
C.Raf_pS338.R.V_GBL1113169	CRafpS338	RAF1	S338	a
C.Raf_pS338.R.V_GBL1114870	CRafpS338	RAF1	S338	a
C.Raf_pS338.R.C_GBL.9013909	CRafpS338	RAF1	S338	a
CXCR4.R.C_GBL1114994	CXCR4	CXCR4		c
Cyclin B1_RS00269170	Cyclin B1	CCNB1		c
Cyclin B1_RS00275830	Cyclin B1	CCNB1		c
Cyclin B1(V)_GBL9007920	Cyclin B1	CCNB1		c
Cyclin B1(V)_GBL9008606	Cyclin B1	CCNB1		c
Cyclin D1_RS00269171	Cyclin D1	CCND1		c
Cyclin D1(V)_GBL9007921	Cyclin D1	CCND1		c
Cyclin E(mouse)_GBL9008383	Cyclin E	CCNE1		c
Cyclin E1_RS00273417 (mouse)	Cyclin E1	CCNE1		c
Cyclin E1_RS00275571	Cyclin E1	CCNE1		c
Cyclin E1_RS00276605 (mouse)	Cyclin E1	CCNE1		c
Cyclin E1(mouse)(V)_GBL9007874	Cyclin E1	CCNE1		c
Cyclin E2(C)_GBL9008609	Cyclin E2	CCNE2		c
Cyclin B1 (V152)	CyclinB1	CCNB1		c
Cyclin_B1.R.V_GBL9026204	CyclinB1	CCNB1		c
Cyclin_B1.R.V_GBL.9013838	CyclinB1	CCNB1		c
Cyclin.B1.R.V_GBL1033693	CyclinB1	CCNB1		c
Cyclin.B1.R.V_GBL1113170	CyclinB1	CCNB1		c
Cyclin.B1.R.V_GBL1114871	CyclinB1	CCNB1		c
Cyclin C	CyclinC	CCNC		c
Cyclin D1	CyclinD1	CCND1		c
Cyclin_D1.R.V_GBL9026205	CyclinD1	CCND1		c
Cyclin_D1.R.V_GBL.9013839	CyclinD1	CCND1		c
Cyclin.D1.R.V_GBL1033878	CyclinD1	CCND1		c
Cyclin.D1.R.V_GBL1113338	CyclinD1	CCND1		c
Cyclin.D1.R.V_GBL1115016	CyclinD1	CCND1		c
Cyclin_E1.M.V_GBL9026308	CyclinE1	CCNE1		c
Cyclin E_NB	CyclinE1	CCNE1		c
Cyclin_E1.M.V_GBL.9012885	CyclinE1	CCNE1		c
Cyclin.E1.M.V_GBL1033936	CyclinE1	CCNE1		c
Cyclin.E1.M.V_GBL1113384	CyclinE1	CCNE1		c
Cyclin.E1.M.V_GBL1115071	CyclinE1	CCNE1		c
Cyclophilin.F.M.V_GBL1033937	CyclophilinF	PPIF		c
Cyclophilin.F.M.V_GBL1113399	CyclophilinF	PPIF		c
Cyclophilin.F.M.V_GBL1115085	CyclophilinF	PPIF		c
Cytokeratin.19.M.C_GBL1115178	Cytokeratin19	KRT19		c
D.a.Tubulin.R.V_GBL1115003	aTubulin	TUBA1A		c
DJ.1.R.C_GBL9026206	DJ1	PARK7		c
DJ.1.R.C_GBL.9013840	DJ1	PARK7		c
DJ1.R.V_GBL1033777	DJ1	PARK7		c
DJ1.R.V_GBL1113254	DJ1	PARK7		c
DJ1.R.V_GBL1114928	DJ1	PARK7		c
DM.Histone.H3.R.V_GBL1115004	DM.HistoneH3	H3F3B		c
DM.K9.Histone.H3.R.C_GBL1115005	DM.K9.HistoneH3	H3F3B		c
DM.Histone.H3.R.V_GBL1115004	DM.HistoneH3	H3F3A		c
DM.K9.Histone.H3.R.C_GBL1115005	DM.K9.HistoneH3	H3F3A		c
DUSP4.R.V_GBL1115007	DUSP4	DUSP4		c
DV13_GBL9008389	DV13	DVL3		c
Dvl3.R.V_GBL9026207	Dvl3	DVL3		c
Dvl3.R.V_GBL1033785	Dvl3	DVL3		c
Dvl3.R.V_GBL1113262	Dvl3	DVL3		c
Dvl3.R.V_GBL1114932	Dvl3	DVL3		c
Dvl3.R.V_GBL.9013841	Dvl3	DVL3		c
E.Cadherin	E.Cadherin	CDH1		c
E2F1.M.V_GBL1033938	E2F1	E2F1		c
E2F1.M.V_GBL1113400	E2F1	E2F1		c
E2F1.wM.V_GBL1115244	E2F1	E2F1		c
E2F.2(TFE25)(mouse)_GBL9008568	E2F2	E2F2		c
E.Cadherin.R.V_GBL9026188	ECadherin	CDH1		c
E.Cadherin_RS00276013	ECadherin	CDH1		c
E.Cadherin.R.V_GBL1033835	ECadherin	CDH1		c
E.Cadherin.R.V_GBL1113286	ECadherin	CDH1		c
E.Cadherin.R.V_GBL1114954	ECadherin	CDH1		c
E.Cadherin(V)_GBL9008563	ECadherin	CDH1		c
E.cadherin(V)_GBL9008607	Ecadherin	CDH1		c
E.Cadherin.R.V_GBL.9013822	ECadherin	CDH1		c
ECadherin_RS00273591	ECadherin	CDH1		c
eEF2.R.V_GBL9026208	eEF2	EEF2		c
eEF2.R.C_GBL1033822	eEF2	EEF2		c
eEF2.R.C_GBL1113273	eEF2	EEF2		c
eEF2.R.C_GBL1114946	eEF2	EEF2		c
eEF2.R.V_GBL.9013842	eEF2	EEF2		c
eEF2K.R.V_GBL9026209	eEF2K	EEF2K		c
eEF2K.R.V_GBL1033823	eEF2K	EEF2K		c
eEF2K.R.V_GBL1113274	eEF2K	EEF2K		c
eEF2K.R.V_GBL1114947	eEF2K	EEF2K		c
eEF2K.R.V_GBL.9013843	eEF2K	EEF2K		c
E.FABP(C20)_GBL9008525	EFABP	FABP5		c
E.FABP(C20)_GBL9008585	EFABP	FABP5		c
EGF5(KIF11)_GBL9008541	EGF5	KIF11		c
EGFR.R.C_GBL9026210	EGFR	EGFR		c
EGFR	EGFR	EGFR		c
EGFR_RS00273504	EGFR	EGFR		c
EGFR_RS00275853 (better)	EGFR	EGFR		c
EGFR_RS00276022	EGFR	EGFR		c
EGFR.R.V_GBL1033837	EGFR	EGFR		c
EGFR.R.V_GBL1113288	EGFR	EGFR		c
EGFR.R.V_GBL1114956	EGFR	EGFR		c
EGFR.R.C_GBL.9013844	EGFR	EGFR		c
EGFR(V)_GBL9007922	EGFR	EGFR		c
EGFR (phospho.Tyr1068)	EGFR_pY1068	EGFR	Y1068	a
EGFR (phospho.Tyr1173)	EGFR_pY1173	EGFR	Y1173	a
EGFR.CST2232..R.C_GBL9026334	EGFRCST2232	EGFR		c
EGFR_pY1068.R.V_GBL9026211	EGFRpY1068	EGFR	Y1068|Y1069	a
EGFR_pY1068.R.C_GBL1033694	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1068.R.C_GBL1113184	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1068.R.C_GBL1114872	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1068.R.V_GBL.9013845	EGFRpY1068	EGFR	Y1068	a
EGFR_pY1173.R.C_GBL9026212	EGFRpY1173	EGFR	Y1173|Y1172	a
EGFR_pY1173_RS00273724	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173_RS00275851	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.V_GBL1033695	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.V_GBL1113185	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.V_GBL1114874	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173.R.C_GBL.9013846	EGFRpY1173	EGFR	Y1173	a
EGFR_pY1173(C)_GBL9007923	EGFRpY1173	EGFR	Y1173	a
EGFR_pY992.R.V_GBL9026213	EGFRpY992	EGFR	Y992|Y998	a
EGFR_pY992_RS00273506 (weak to ok)	EGFRpY992	EGFR	Y992	a
EGFR_pY992_RS00276023	EGFRpY992	EGFR	Y992	a
eIF2 alpha (phospho.Ser51)	eIF2a_pS51	EIF2S1	S51	i
eIF2A_pS51_GBL9008379	eIF2ApS51	EIF2S1	S51	i
eIF4E.R.V_GBL9026214	eIF4E	EIF4E		c
eIF4E.R.V_GBL1033734	eIF4E	EIF4E		c
eIF4E.R.V_GBL1113225	eIF4E	EIF4E		c
eIF4E.R.V_GBL1114911	eIF4E	EIF4E		c
eIF4E.R.V_GBL.9013848	eIF4E	EIF4E		c
eIF4E(V)_GBL9007926	eIF4E	EIF4E		c
eIF4G.R.C_GBL1033840	eIF4G	EIF4G1		c
eIF4G.R.C_GBL1113291	eIF4G	EIF4G1		c
eIF4G.R.C_GBL1114957	eIF4G	EIF4G1		c
elF4E_RS00269169	elF4E	ELF4E		c
elF4E_RS00275829	elF4E	ELF4E		c
ELK1_pS38(C)_GBL9007927	ELK1pS38	ELK1	S38	a
Elk1_pS383.wR.C_GBL1115234	Elk1pS383	ELK1	S383	a
ER.R.V_GBL1115017	ER	ESR1		c
ER(SP1)_GBL9008352	ER	ESR1		c
ER.alpha.R.V_GBL9026215	ERa	ESR1		c
ER.alpha.R.V_GBL1033879	ERalpha	ESR1		c
ER.alpha.R.V_GBL1113339	ERalpha	ESR1		c
ER.alpha.R.V_GBL.9013849	ERalpha	ESR1		c
ER.alpha_pS118.R.V_GBL1033794	ERalphapS118	ESR1	S118	a
ER.alpha_pS118.R.V_GBL1113187	ERalphapS118	ESR1	S118	a
ER.alpha_pS118.R.V_GBL.9013850	ERalphapS118	ESR1	S118	a
ER.alpha_pS118.R.V_GBL9026217	ERapS118	ESR1	S118	a
ERa_pS118_RS00273723	ERapS118	ESR1	S118	a
ERa_pS118(V)_GBL9008314	ERapS118	ESR1	S118	a
ERa_pS167_GBL9007929	ERapS167	ESR1	S167	a
ERCC1.M.C_GBL9026309	ERCC1	ERCC1		c
ERCC1.M.V_GBL1033939	ERCC1	ERCC1		c
ERCC1.M.V_GBL1113403	ERCC1	ERCC1		c
ERCC1.M.V_GBL1115089	ERCC1	ERCC1		c
ERCC1.M.C_GBL.9012886	ERCC1	ERCC1		c
ERCC5.R.C_GBL1115000	ERCC5	ERCC5		c
Erg.1_2_3_GBL9008544	Erg123	ERG1		c
Erg.1_2_3_GBL9008544	Erg123	ERG2		c
Erg.1_2_3_GBL9008544	Erg123	ERG3		c
p44/42 MAPK (ERK1/2)	ERK1	MAPK3		c
p44/42 MAPK (Erk1/2) (phospho.Thr202/Thr185,Tyr204/Tyr187))	Erk1_pT202_p185	MAPK3	T202|T185	a
p44/42 MAPK (ERK1/2)	ERK2	MAPK1		c
ERK2_RS00269179	ERK2	MAPK1		c
ERK2_RS00276601 (with 1 line)	ERK2	MAPK1		c
p44/42 MAPK (Erk1/2) (phospho.Thr202/Thr185,Tyr204/Tyr187))	Erk2_pT204_p187	MAPK1	T204|T187	a
MAPK_pT202_Y204.R.V_GBL9026233	ERKpT202	MAPK1	T185|T202	a
MAPK_pT202_Y204.R.V_GBL9026233	ERKpT202	MAPK3	Y187|Y204	a
ER_pS118_RS00275852	ERpS118	ESR1	S118	a
Ets.1.R.V_GBL1033886	Ets1	ETS1		c
Ets.1.R.V_GBL1113346	Ets1	ETS1		c
Ets.1.R.V_GBL1115218	Ets1	ETS1		c
ETV6_RS00267482 (V WEAK)	ETV6	ETV6		c
ETV6_RS00276597 (1_500)	ETV6	ETV6		c
FAK.R.C_GBL9026218	FAK	PTK2		c
FAK_RS00273570	FAK	PTK2		c
FAK_RS00275864	FAK	PTK2		c
FAK.R.C_GBL1114935	FAK	PTK2		c
FAK.R.E_GBL1033864	FAK	PTK2		c
FAK.R.E_GBL1113325	FAK	PTK2		c
FAK.R.C_GBL.9013851	FAK	PTK2		c
FAK_pY397.R.V_GBL1033863	FAKpY397	PTK2	Y397	a
FAK_pY397.R.V_GBL1113324	FAKpY397	PTK2	Y397	a
FAK_pY397.wR.V_GBL1115130	FAKpY397	PTK2	Y397	a
FAK_pY397(mouse)_GBL9008388	FAKpY397	PTK2	Y397	a
FAK_pY925_GBL9008356	FAKpY925	PTK2	Y925	a
FASN.R.V_GBL1033852	FASN	FASN		c
FASN.R.V_GBL1113313	FASN	FASN		c
FASN.R.V_GBL1114968	FASN	FASN		c
FASN(mouse)_GBL9008540	FASN	FASN		c
Fibronectin.R.C_GBL9026216	Fibronectin	FN1		c
Fibronectin_RS00267483	Fibronectin	FN1		c
Fibronectin.R.V_GBL1033958	Fibronectin	FN1		c
Fibronectin.R.V_GBL1113188	Fibronectin	FN1		c
Fibronectin.R.V_GBL1115185	Fibronectin	FN1		c
Fibronectin.R.C_GBL.9013852	Fibronectin	FN1		c
Fibronectin(C)_GBL9008346	Fibronectin	FN1		c
FKHRL(FOXO3)_RS00275791	FKHRL	FOXO1		c
Fortilin(V)_GBL9008377	Fortilin	TPT1		c
FoxM1.R.V_GBL1033839	FoxM1	FOXM1		c
FoxM1.R.V_GBL1113290	FoxM1	FOXM1		c
FoxM1.wR.V_GBL1115127	FoxM1	FOXM1		c
FOXO3_RS00267496	FOXO3	FOXO3		c
FOXO3_RS00273767	FOXO3	FOXO3		c
FOXO3a.R.C_GBL9026219	FOXO3a	FOXO3		c
FoxO3a.R.C_GBL1033838	FoxO3a	FOXO3		c
FoxO3a.R.C_GBL1113409	FoxO3a	FOXO3		c
FoxO3a.wR.C_GBL1115179	FoxO3a	FOXO3		c
FOXO3a.R.C_GBL.9013853	FOXO3a	FOXO3		c
FOXO3a(C)_GBL9007934	FOXO3a	FOXO3		c
FOXO3a(C)_GBL9008372	FOXO3a	FOXO3		c
FOXO3a_pS318_S321.R.C_GBL9026220	FOXO3apS318	FOXO3	S318|S321	a
FOXO3.a_pS318_RS00275865	FOXO3apS318	FOXO3	S318	a
FOXO3a_pS318_RS00273493	FOXO3apS318	FOXO3	S318	a
FOXO3a_pS318(C)_GBL9007915	FOXO3apS318	FOXO3	S318	a
FoxO3a_pS318_S321.R.C_GBL1033796	FoxO3apS318S321	FOXO3	S318|S321	a
FoxO3a_pS318_S321.R.C_GBL1113189	FoxO3apS318S321	FOXO3	S318|S321	a
FoxO3a_pS318_S321.wR.C_GBL1115103	FoxO3apS318S321	FOXO3	S318|S321	a
FOXO3A_pS318_S321.R.C_GBL.9013854	FOXO3ApS318S321	FOXO3	S318|S321	a
FRA.1.R.C_GBL1115026	FRA1	FOSL1		c
G6PD.M.V_GBL1033940	G6PD	G6PD		c
G6PD.M.V_GBL1113395	G6PD	G6PD		c
G6PD.M.V_GBL1115081	G6PD	G6PD		c
Gab2_GBL9008380	Gab2	GAB2		c
Gab2.R.V_GBL1033786	Gab2	GAB2		c
Gab2.R.V_GBL1113263	Gab2	GAB2		c
Gab2.R.V_GBL1114933	Gab2	GAB2		c
GAB2.R.V_GBL.9013855	GAB2	GAB2		c
Gab2_pY452_GBL9008391	Gab2pY452	GAB2	Y452	a
GAPDH	GAPDH	GAPDH		c
GAPDH.M.C_GBL1033890	GAPDH	GAPDH		c
GAPDH.M.C_GBL1113350	GAPDH	GAPDH		c
GAPDH.M.C_GBL1115032	GAPDH	GAPDH		c
GATA3.M.V_GBL9026310	GATA3	GATA3		c
GATA3_RS00273422 (MOUSE)	GATA3	GATA3		c
GATA3_RS00276387 (mouse) (BD558686)	GATA3	GATA3		c
GATA3.M.V_GBL1033951	GATA3	GATA3		c
GATA3.M.V_GBL1113386	GATA3	GATA3		c
GATA3.M.V_GBL1115073	GATA3	GATA3		c
GATA3.M.V_GBL.9012887	GATA3	GATA3		c
GATA3(mouse)_GBL9008317	GATA3	GATA3		c
GATA3(mouse)(V)_GBL9007886	GATA3	GATA3		c
GCN5L2.R.V_GBL1033871	GCN5L2	KAT2A		c
GCN5L2.R.V_GBL1113332	GCN5L2	KAT2A		c
GCN5L2.R.V_GBL1114988	GCN5L2	KAT2A		c
Glutaminase.R.C_GBL1115010	Glutaminase	GLS 		c
GPBB.R.V_GBL1033868	GPBB	PYGB		c
GPBB.R.V_GBL1113329	GPBB	PYGB		c
GPBB.R.V_GBL1114986	GPBB	PYGB		c
GSK3.alpha.beta.M.V_GBL9026312	GSK3	GSK3A		c
GSK3.alpha.beta.M.V_GBL9026312	GSK3	GSK3B		c
GSK3_RS00273418 (mouse)	GSK3	GSK3A		c
GSK3_RS00273418 (mouse)	GSK3	GSK3B		c
GSK.3.alpha/beta (phospho.Ser21/Ser9)	GSK3a/b_pS21	GSK3B	S9	i
GSK.3.alpha/beta (phospho.Ser21/Ser9)|GSK3a.pS21/GSK3b.pS9	GSK3a/b_pS9	GSK3A	S21	i
GSK.3a.b.M.V_GBL1115072	GSK3ab	GSK3A		c
GSK.3ab.M.V_GBL1033941	GSK3ab	GSK3A		c
GSK.3ab.M.V_GBL1113385	GSK3ab	GSK3A		c
GSK3a_b_RS00276606 (mouse)	GSK3ab	GSK3A		c
GSK3a_b(mouse)(V)_GBL9007875	GSK3ab	GSK3A		c
GSK3a_b_pS21(V)_GBL9007935	GSK3abpS21	GSK3A	S21	i
GSK3a_b_pS21(V)_GBL9008373	GSK3abpS21	GSK3A	S21	i
GSK.3a.b_pS21_S9.R.V_GBL1114879	GSK3abpS21S9	GSK3A	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1033797	GSK3abpS21S9	GSK3A	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1113190	GSK3abpS21S9	GSK3A	S21|S9	i
GSK3a_b_pT21_Rs00275815	GSK3abpT21	GSK3A	T21	i
GSK.3a.b.M.V_GBL1115072	GSK3ab	GSK3B		c
GSK.3ab.M.V_GBL1033941	GSK3ab	GSK3B		c
GSK.3ab.M.V_GBL1113385	GSK3ab	GSK3B		c
GSK3a_b_RS00276606 (mouse)	GSK3ab	GSK3B		c
GSK3a_b(mouse)(V)_GBL9007875	GSK3ab	GSK3B		c
GSK3a_b_pS21(V)_GBL9007935	GSK3abpS21	GSK3B	S21	i
GSK3a_b_pS21(V)_GBL9008373	GSK3abpS21	GSK3B	S21	i
GSK.3a.b_pS21_S9.R.V_GBL1114879	GSK3abpS21S9	GSK3B	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1033797	GSK3abpS21S9	GSK3B	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1113190	GSK3abpS21S9	GSK3B	S21|S9	i
GSK3a_b_pT21_Rs00275815	GSK3abpT21	GSK3B	T21	i
GSK3.alpha.beta.M.V_GBL.9012888	GSK3alphabeta	GSK3A		c
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856	GSK3alphabetapS21S9	GSK3A	S21|S9	i
GSK.3b_pS9.R.V_GBL1033831	GSK3bpS9	GSK3B	S9	i
GSK3.alpha.beta.M.V_GBL.9012888	GSK3alphabeta	GSK3B		c
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856	GSK3alphabetapS21S9	GSK3B	S21|S9	i
GSK.3b_pS9.R.V_GBL1113282	GSK3bpS9	GSK3B	S9	i
GSK.3b_pS9.R.V_GBL1114952	GSK3bpS9	GSK3B	S9	i
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	GSK3pS21	GSK3A	S21	i
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	GSK3pS21	GSK3B	S9	i
GSK3_pS21_9_RS00269152	GSK3pS21p9	GSK3A	S21|S9	i
GSK3_pS21_9_RS00269152	GSK3pS21p9	GSK3B	S21|S9	i
GSK3_pS9.R.V_GBL9026221	GSK3pS9	GSK3B	S9	i
Gys.R.V_GBL1033818	Gys	GYS1		c
Gys.R.V_GBL1113269	Gys	GYS1		c
Gys.R.V_GBL1114942	Gys	GYS1		c
Gys_pS641.R.V_GBL1033819	GyspS641	GYS1	S641	i
Gys_pS641.R.V_GBL1113270	GyspS641	GYS1	S641	i
Gys_pS641.R.V_GBL1114943	GyspS641	GYS1	S641	i
Gys.R.V_GBL1033818	Gys	GYS2		c
Gys.R.V_GBL1113269	Gys	GYS2		c
Gys.R.V_GBL1114942	Gys	GYS2		c
Gys_pS641.R.V_GBL1033819	GyspS641	GYS2	S641	i
Gys_pS641.R.V_GBL1113270	GyspS641	GYS2	S641	i
Gys_pS641.R.V_GBL1114943	GyspS641	GYS2	S641	i
H2AX_pS139.R.V_GBL1115231	H2AXpS139	H2AFX	S139	a
H2AX_pS140.M.C_GBL1115067	H2AXpS140	H2AFX	S140	a
HER2.M.V_GBL9026313	HER2	ERBB2		c
HER2_GBL9008516	HER2	ERBB2		c
HER2_RS00267492	HER2	ERBB2		c
HER2_RS00276026	HER2	ERBB2		c
HER2.M.V_GBL1033942	HER2	ERBB2		c
HER2.M.V_GBL1113390	HER2	ERBB2		c
HER2.M.V_GBL1115077	HER2	ERBB2		c
HER2.M.V_GBL.9012889	HER2	ERBB2		c
HER2.M.V_GBL.9013857	HER2	ERBB2		c
HER2(C)_GBL9007936	HER2	ERBB2		c
HER2.pY1248	HER2_pY1248	ERBB2	Y1248	a
HER2_pY1248.R.V_GBL9026223	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248_GBL9008324	HER2pY1248	ERBB2	Y1248	a
